gene_id	log2FC_TE_xtail	pvalue_TE_xtail	padj_TE_xtail	log2FC_mRNA_xtail	log2FC_RPF_xtail	log2FC_basis	TPM_RNA_NitrogenPlus	TPM_RNA_NitrogenMinus	TPM_Ribo_NitrogenPlus	TPM_Ribo_NitrogenMinus	RPKM_RNA_NitrogenPlus	RPKM_RNA_NitrogenMinus	RPKM_Ribo_NitrogenPlus	RPKM_Ribo_NitrogenMinus	FPKM_RNA_NitrogenPlus	FPKM_RNA_NitrogenMinus	FPKM_Ribo_NitrogenPlus	FPKM_Ribo_NitrogenMinus
MM_RS00695	1.57527697251574	0.00407016264778892	0.118414138727622	0.738853549984878	2.31051101575961	raw_counts / xtail internal size factors	0.206	0.309	0.521	4.293	43.802	65.977	30.627	186.969	43.802	65.977	30.627	186.969
MM_RS15845	1.97376028876928	0.00416649390341583	0.119148903468072	-0.831028174825721	1.12474594044539	raw_counts / xtail internal size factors	0.33	0.161	1.098	3.972	69.684	34.896	64.471	172.698	69.684	34.896	64.471	172.698
MM_RS09090	-1.68940312576919	0.00419953898037771	0.119148903468072	-0.536761033269451	-2.22638514229934	raw_counts / xtail internal size factors	0.833	0.513	11.307	4.7	176.934	109.706	707.408	212.305	176.934	109.706	707.408	212.305
MM_RS09210	-1.39490883593427	0.00414551878165488	0.119148903468072	1.67701425455144	0.281466921402183	raw_counts / xtail internal size factors	155.96	488.101	561.224	1152.33	33163.026	102324.306	33249.571	50729.119	33163.026	102324.306	33249.571	50729.119
MM_RS18005	-4.46938547520412	0.00436731586234431	0.122225580311555	6.01538720623198	2.00301786188022	raw_counts / xtail internal size factors	0	0.004	0.133	0.73	0	0.892	7.344	32.173	0	0.892	7.344	32.173
MM_RS08290	-1.64195003887018	0.00437918624477755	0.122225580311555	1.15870827970077	-0.488488014159656	raw_counts / xtail internal size factors	0.15	0.333	5.929	7.596	31.96	69.187	360.664	345.524	31.96	69.187	360.664	345.524
MM_RS04445	-1.9138054429123	0.00452412287713542	0.12326439553338	2.7303552822835	0.810179502683352	raw_counts / xtail internal size factors	0.144	0.761	4.461	11.209	30.884	167.17	250.343	505.967	30.884	167.17	250.343	505.967
MM_RS03805	-1.62005986129858	0.00449745115113008	0.12326439553338	5.92739668093326	4.29841185939388	raw_counts / xtail internal size factors	0.02	1.196	0.242	8.717	4.233	250.334	14.909	390.59	4.233	250.334	14.909	390.59
MM_RS12265	-1.38950311235817	0.00450527172744074	0.12326439553338	1.0259758466987	-0.368365673215157	raw_counts / xtail internal size factors	0.284	0.504	9.084	11.901	60.507	108.331	539.489	532.815	60.507	108.331	539.489	532.815
MM_RS09070	-1.50373832098209	0.00456054962571713	0.123278479252653	-0.697827074466615	-2.1995902045869	raw_counts / xtail internal size factors	0.138	0.081	2.421	0.958	29.249	17.14	147.251	42.218	29.249	17.14	147.251	42.218
MM_RS04715	-1.60952034362122	0.00460220141148658	0.123432480044011	-0.242916930233961	-1.85194774679398	raw_counts / xtail internal size factors	0.665	0.469	7.103	3.7	140.438	102.08	439.598	169.319	140.438	102.08	439.598	169.319
MM_RS18790	2.08988883230435	0.00485050517215603	0.125865567769573	-1.43336941387583	0.652822818411209	raw_counts / xtail internal size factors	2.424	0.801	4.444	10.778	511.322	172.264	255.756	490.382	511.322	172.264	255.756	490.382
MM_RS05575	-1.92491223821517	0.00487623667735309	0.125865567769573	-1.61146407677394	-3.53692551046182	raw_counts / xtail internal size factors	1.501	0.445	122.507	22.114	320.686	94.551	7872.086	981.094	320.686	94.551	7872.086	981.094
MM_RS06305	-1.44916857493483	0.00477992623116686	0.125865567769573	-0.220692948612816	-1.66871270524782	raw_counts / xtail internal size factors	0.247	0.202	7.97	4.012	52.358	42.542	466.927	187.837	52.358	42.542	466.927	187.837
MM_RS05215	-1.38977845770146	0.00484933928386254	0.125865567769573	-0.828769767179977	-2.22471341226	raw_counts / xtail internal size factors	0.234	0.116	7.348	2.711	49.514	25.038	438.419	119.506	49.514	25.038	438.419	119.506
MM_RS12610	-1.35062486143228	0.00478608145739795	0.125865567769573	-0.119841432729224	-1.470861307009	raw_counts / xtail internal size factors	0.752	0.653	21.791	12.174	160.102	137.788	1259.728	560.483	160.102	137.788	1259.728	560.483
MM_RS14590	-1.50441045676031	0.00500558137633626	0.128240006454943	0.0982693813020224	-1.40612891127858	raw_counts / xtail internal size factors	0.212	0.217	4.917	3.392	45.107	45.757	301.107	155.429	45.107	45.757	301.107	155.429
MM_RS09440	2.01289226822751	0.0052506422598716	0.133521887986216	-2.3551007546201	-0.340670946844283	raw_counts / xtail internal size factors	0.323	0.061	0.611	0.681	68.51	12.689	34.477	32.929	68.51	12.689	34.477	32.929
MM_RS16550	-1.36192908454032	0.00538114025358458	0.13551187738936	-1.3278672124237	-2.69655832624626	raw_counts / xtail internal size factors	0.19	0.069	5.309	1.424	40.592	14.567	318.244	63.579	40.592	14.567	318.244	63.579
MM_RS04530	-1.30030455263718	0.0054078436359867	0.13551187738936	0.126726956773977	-1.17388292245615	raw_counts / xtail internal size factors	0.228	0.221	4.408	3.378	48.568	47.261	263.914	151.534	48.568	47.261	263.914	151.534
MM_RS13450	2.40862541130901	0.00573893618313688	0.136725958466094	-0.457065589212495	1.9345031534734	raw_counts / xtail internal size factors	1.421	0.947	1.058	6.398	298.246	202.409	60.598	273.984	298.246	202.409	60.598	273.984
MM_RS03280	-2.07221670226642	0.00555757992103311	0.136725958466094	-1.87321104760675	-3.94480823293183	raw_counts / xtail internal size factors	1.994	0.477	64.183	9.052	426.451	102.141	4194.06	408.857	426.451	102.141	4194.06	408.857
MM_RS10140	-1.50301994190567	0.00575358524039163	0.136725958466094	1.68177692095955	0.177809950127346	raw_counts / xtail internal size factors	0.392	1.178	1.808	3.163	83.345	249.06	104.318	144.149	83.345	249.06	104.318	144.149
MM_RS06085	-1.46015362683455	0.0056422542222302	0.136725958466094	1.68574252935132	0.218584516225746	raw_counts / xtail internal size factors	0.025	0.073	1.43	2.931	5.26	15.559	86.249	132.161	5.26	15.559	86.249	132.161
MM_RS04185	-1.43497629362848	0.00573178873740403	0.136725958466094	-0.0261509608389364	-1.46060284629513	raw_counts / xtail internal size factors	0.406	0.352	3.626	2.393	85.75	75.729	221.073	107.718	85.75	75.729	221.073	107.718
MM_RS06945	-1.38024100249732	0.00568448802558801	0.136725958466094	-0.26296672522906	-1.64696444770666	raw_counts / xtail internal size factors	0.273	0.209	9.326	4.58	57.474	44.633	536.206	205.044	57.474	44.633	536.206	205.044
MM_RS07875	-1.36101649700366	0.00566864390036615	0.136725958466094	0.582453804281747	-0.77771173542048	raw_counts / xtail internal size factors	0.364	0.488	6.783	6.631	77.375	104.268	402.926	304.398	77.375	104.268	402.926	304.398
MM_RS04230	-1.34938880892083	0.00577490940215079	0.136725958466094	-0.60303564458379	-1.951728334799	raw_counts / xtail internal size factors	1.596	0.974	18.458	7.963	339.415	206.347	1095.507	368.81	339.415	206.347	1095.507	368.81
MM_RS00205	-1.26729751105682	0.00588452176373016	0.138366871334833	-0.506044183599757	-1.77433733889231	raw_counts / xtail internal size factors	0.283	0.196	4.798	2.214	60.138	40.956	278.869	101.019	60.138	40.956	278.869	101.019
MM_RS12790	-1.26437354117501	0.00603493588785522	0.140938332673517	-1.73885629826292	-3.00228236545713	raw_counts / xtail internal size factors	3.526	0.985	55.805	11.867	745.461	209.002	3322.963	532.229	745.461	209.002	3322.963	532.229
MM_RS05770	-1.87782168174152	0.00614307786811434	0.141663427714614	0.558492077183868	-1.31903605168042	raw_counts / xtail internal size factors	1.789	2.406	41.586	34.865	382.75	510.245	2675.789	1571.458	382.75	510.245	2675.789	1571.458
MM_RS10075	1.75233992802537	0.00614851463136541	0.141663427714614	-2.28562132903829	-0.5597498111062	raw_counts / xtail internal size factors	0.114	0.021	0.772	0.857	24.218	4.512	45.596	39.611	24.218	4.512	45.596	39.611
MM_RS01550	-1.55587760825224	0.00621711598027851	0.142289061068641	-0.218164662091032	-1.77311725134932	raw_counts / xtail internal size factors	0.296	0.24	3.908	2.148	62.887	50.643	241.779	98.215	62.887	50.643	241.779	98.215
MM_RS14180	-1.74280733074155	0.00635348539657939	0.143721485797285	2.32504541524696	0.584463832941874	raw_counts / xtail internal size factors	0.387	1.45	1.249	3.071	83.627	320.405	72.828	130.57	83.627	320.405	72.828	130.57
MM_RS10550	-1.31482536804959	0.00638277862734425	0.143721485797285	-0.414324194635055	-1.72896460516309	raw_counts / xtail internal size factors	0.374	0.265	6.657	3.534	79.44	55.95	400.521	156.894	79.44	55.95	400.521	156.894
MM_RS09530	-1.28469595604673	0.00640529779405321	0.143721485797285	1.16318819960017	-0.121139495134543	raw_counts / xtail internal size factors	0.199	0.407	2.789	4.081	42.318	86.731	162.315	184.228	42.318	86.731	162.315	184.228
MM_RS00380	-1.53325109885668	0.00652903547064553	0.145546615394325	-0.615776087578535	-2.14868070995312	raw_counts / xtail internal size factors	0.31	0.194	7.155	3.07	66.026	40.647	443.778	138.24	66.026	40.647	443.778	138.24
MM_RS05005	1.8471336545797	0.00681671106064179	0.147903523743079	0.441579316542284	2.2832432438114	raw_counts / xtail internal size factors	0.376	0.393	1.297	9.727	80.626	87.024	74.4	436.207	80.626	87.024	74.4	436.207
MM_RS01040	-1.52749873265375	0.00676251345225386	0.147903523743079	1.26442797885699	-0.269065474060543	raw_counts / xtail internal size factors	0.253	0.535	19.538	24.414	54.728	114.188	1117.505	1109.861	54.728	114.188	1117.505	1109.861
MM_RS02835	-1.51955739529674	0.0068050691631313	0.147903523743079	0.469567385344091	-1.05031501507031	raw_counts / xtail internal size factors	0.176	0.221	1.411	1.092	37.835	46.89	82.006	48.239	37.835	46.89	82.006	48.239
MM_RS07880	-1.29813214519825	0.00685017776730252	0.147903523743079	0.967946275397318	-0.329957921544684	raw_counts / xtail internal size factors	0.169	0.293	2.212	3.04	35.992	62.679	132.34	135.776	35.992	62.679	132.34	135.776
MM_RS01325	-1.29080906820111	0.0068058395687296	0.147903523743079	4.12494001762681	2.83388804453748	raw_counts / xtail internal size factors	0.17	2.686	3.848	48.103	36.24	571.387	231.248	2134.894	36.24	571.387	231.248	2134.894
MM_RS05410	1.39534642743247	0.0070892092001715	0.15210784490118	-1.32119895150579	0.0742077406781886	raw_counts / xtail internal size factors	0.301	0.107	1.868	3.023	63.676	22.953	107.788	139.709	63.676	22.953	107.788	139.709
MM_RS17800	3.5995321920256	0.0072605000957934	0.15254102063254	-0.90153849527302	2.64828349569925	raw_counts / xtail internal size factors	0.099	0.05	1.116	12.134	21.024	10.506	66.256	499.866	21.024	10.506	66.256	499.866
MM_RS17805	2.22295444980714	0.00741596097934429	0.15254102063254	-0.239732173098829	1.95901109388485	raw_counts / xtail internal size factors	0.023	0.017	0.061	0.369	4.794	3.655	3.515	16.475	4.794	3.655	3.515	16.475
MM_RS10410	-2.09872403246192	0.00746486788996994	0.15254102063254	1.04215476587013	-1.05423565300079	raw_counts / xtail internal size factors	0.043	0.084	1.043	0.666	9.191	17.646	57.642	31.674	9.191	17.646	57.642	31.674
MM_RS01060	-1.6942735400017	0.00728041573428696	0.15254102063254	1.97427301287493	0.279237117099477	raw_counts / xtail internal size factors	1.122	3.444	2.63	5.175	238.56	759.771	153.613	230.25	238.56	759.771	153.613	230.25
MM_RS10575	-1.69313400199848	0.00728500751964169	0.15254102063254	-0.626825580380284	-2.32065270844474	raw_counts / xtail internal size factors	2.138	1.404	104.101	40.012	459.891	290.629	6503.367	1858.814	459.891	290.629	6503.367	1858.814
MM_RS06325	-1.30910978600852	0.00743658510816717	0.15254102063254	-0.153974308591827	-1.46303550758176	raw_counts / xtail internal size factors	0.763	0.617	13.46	8.597	162.97	131.448	809.348	379.121	162.97	131.448	809.348	379.121
MM_RS11485	1.2723075701327	0.00732250889253449	0.15254102063254	0.709263171969534	1.9803821046449	raw_counts / xtail internal size factors	0.649	0.948	1.492	9.203	137.318	203.06	86.163	410.266	137.318	203.06	86.163	410.266
MM_RS11240	-1.18278474126546	0.00735932574336223	0.15254102063254	0.434886977199742	-0.747850560505588	raw_counts / xtail internal size factors	0.668	0.817	20.145	19.513	142.912	173.636	1180.507	874.421	142.912	173.636	1180.507	874.421
MM_RS14500	-1.41424508845473	0.00752746383446473	0.152909960613713	-0.779713587325477	-2.19742794913625	raw_counts / xtail internal size factors	0.209	0.121	3.576	1.262	44.149	25.233	210.022	58.032	44.149	25.233	210.022	58.032
MM_RS14630	1.91697536064687	0.00761932982152119	0.153865642807543	-1.84867020646581	0.0654585841139747	raw_counts / xtail internal size factors	0.508	0.135	4.893	9.493	105.527	28.717	301.885	442.848	105.527	28.717	301.885	442.848
MM_RS09940	-1.3534461157627	0.00783121891628118	0.157219734149668	-1.50311245692769	-2.86585930703419	raw_counts / xtail internal size factors	0.133	0.041	3.003	0.707	28.119	8.855	179.531	31.959	28.119	8.855	179.531	31.959
MM_RS03475	1.49026659494847	0.0080022090893819	0.159718510487489	0.228322419386104	1.71811044305139	raw_counts / xtail internal size factors	1.895	1.983	6.155	32.403	404.673	423.132	360.992	1540.277	404.673	423.132	360.992	1540.277
MM_RS19400	-6.84947072951559	0.00822532393906508	0.160278886017367	7.25231712512917	0.576124206033863	raw_counts / xtail internal size factors	0	0.396	0.929	1.78	0	92.623	49.523	78.856	0	92.623	49.523	78.856
MM_RS12325	2.82894977298066	0.00829774692510563	0.160278886017367	-0.852515358310932	1.94825589658918	raw_counts / xtail internal size factors	0.07	0.033	0.116	0.652	14.893	7.195	6.402	28.562	14.893	7.195	6.402	28.562
MM_RS08245	2.49877719325376	0.00832110157173303	0.160278886017367	-5.56119554805782	-3.10203180941589	raw_counts / xtail internal size factors	0.835	0.016	2.294	0.571	172.952	3.539	147.151	24.184	172.952	3.539	147.151	24.184
MM_RS05415	1.5488510815974	0.00835709892138325	0.160278886017367	1.59808819924669	3.14224756240551	raw_counts / xtail internal size factors	0.504	1.423	1.532	25.668	105.673	303.129	95.31	1161.895	105.673	303.129	95.31	1161.895
MM_RS13030	-1.50145226135807	0.00831804054625673	0.160278886017367	-1.34055964590107	-2.84459403424937	raw_counts / xtail internal size factors	7.946	3.208	136.81	33.939	1676.181	666.632	8311.451	1556.889	1676.181	666.632	8311.451	1556.889
MM_RS08800	-1.37214856152701	0.00809622079402204	0.160278886017367	-0.124679281766586	-1.50442324594392	raw_counts / xtail internal size factors	0.063	0.053	1.568	0.982	13.45	11.259	94.633	43.499	13.45	11.259	94.633	43.499
MM_RS00760	-1.26180840361012	0.00825860427986685	0.160278886017367	0.397131697941346	-0.87036049854218	raw_counts / xtail internal size factors	0.183	0.219	8.433	7.457	38.82	46.665	493.165	334.657	38.82	46.665	493.165	334.657
MM_RS11155	-1.42715478046408	0.0085847765736874	0.16193152734873	0.998702593232589	-0.42873489591971	raw_counts / xtail internal size factors	962.574	1789.908	4946.714	6703.664	204679.872	379248.149	302976.106	310072.256	204679.872	379248.149	302976.106	310072.256
MM_RS11810	-1.39696848770138	0.00851179153827515	0.16193152734873	-0.523455497756663	-1.91936703383412	raw_counts / xtail internal size factors	0.23	0.146	6.422	3.137	48.433	31.136	393.291	139.32	48.433	31.136	393.291	139.32
MM_RS01095	1.34557449592157	0.00856450882024231	0.16193152734873	-0.323336384106625	1.02037294914055	raw_counts / xtail internal size factors	0.152	0.115	0.34	1.147	32.316	24.242	20.096	51.701	32.316	24.242	20.096	51.701
MM_RS11985	-1.20016150695302	0.0086393093235117	0.162069666161834	0.758500517937805	-0.441914167742075	raw_counts / xtail internal size factors	0.408	0.595	6.009	7.296	87.133	128.194	353.433	324.313	87.133	128.194	353.433	324.313
MM_RS09370	-1.60037969646593	0.00876428898397861	0.163520674358688	1.02235145773562	-0.577644789061763	raw_counts / xtail internal size factors	105.11	197.852	274.906	353.5	22630.82	41707.026	17121.056	15891.188	22630.82	41707.026	17121.056	15891.188
MM_RS16220	-1.72381373076077	0.00885845046746982	0.164384110566616	0.565023954812016	-1.15830844298109	raw_counts / xtail internal size factors	1.18	1.554	24.948	15.287	253.08	331.02	1380.299	674.359	253.08	331.02	1380.299	674.359
MM_RS18600	2.07561820142896	0.00893203529227528	0.164679115126364	0.473721537516161	2.5430032879801	raw_counts / xtail internal size factors	2.288	2.973	49.728	464.256	474.896	634.75	2918.6	21996.835	474.896	634.75	2918.6	21996.835
MM_RS14880	-1.38428270188089	0.00897028678375474	0.164679115126364	0.122604055746428	-1.26268860611552	raw_counts / xtail internal size factors	0.277	0.285	6.537	4.944	58.175	60.639	399.098	225.87	58.175	60.639	399.098	225.87
MM_RS16995	1.32675295871364	0.00908354862360803	0.16492763463744	-1.22817745658862	0.0981756174163347	raw_counts / xtail internal size factors	1.238	0.489	5.475	9.132	262.314	103.719	315.848	407.96	262.314	103.719	315.848	407.96
MM_RS10460	-1.27205683866015	0.00906264268825354	0.16492763463744	-0.0616099039992392	-1.33385623416365	raw_counts / xtail internal size factors	1.589	1.397	63.141	44.34	338.302	296.551	3815.766	2006.986	338.302	296.551	3815.766	2006.986
MM_RS11725	-1.25780676443978	0.00912794948474033	0.16492763463744	-1.37643936762722	-2.63647035167021	raw_counts / xtail internal size factors	3.232	1.219	101.366	25.742	689.499	254.587	5896.415	1180.975	689.499	254.587	5896.415	1180.975
MM_RS02650	-1.89272659289138	0.00953525941681662	0.168295916719613	1.19601438677102	-0.697685158757092	raw_counts / xtail internal size factors	0.337	0.625	3.631	3.107	73.31	135.137	201.849	139.507	73.31	135.137	201.849	139.507
MM_RS04830	-1.80150962574264	0.00955948259840506	0.168295916719613	0.869720325627536	-0.942735316308877	raw_counts / xtail internal size factors	0.068	0.113	2.367	1.916	14.294	24.041	135.82	83.511	14.294	24.041	135.82	83.511
MM_RS07195	-1.47492759592643	0.0094803725470264	0.168295916719613	-0.240554410846569	-1.71547389030359	raw_counts / xtail internal size factors	0.153	0.115	4.284	2.475	32.706	24.465	265.876	112.752	32.706	24.465	265.876	112.752
MM_RS04890	-1.34362136406454	0.00943234737029105	0.168295916719613	0.614720968034653	-0.728494271139211	raw_counts / xtail internal size factors	769.539	1124.888	4906.408	5401.056	164171.546	236706.567	299882.884	245516.006	164171.546	236706.567	299882.884	245516.006
