gene_id	log2FC_TE_deseq2	lfcSE_TE_deseq2	stat_TE_deseq2	pvalue_TE_deseq2	padj_TE_deseq2	baseMean_counts	log2FC_basis	TPM_RNA_NitrogenPlus	TPM_RNA_NitrogenMinus	TPM_Ribo_NitrogenPlus	TPM_Ribo_NitrogenMinus	RPKM_RNA_NitrogenPlus	RPKM_RNA_NitrogenMinus	RPKM_Ribo_NitrogenPlus	RPKM_Ribo_NitrogenMinus	FPKM_RNA_NitrogenPlus	FPKM_RNA_NitrogenMinus	FPKM_Ribo_NitrogenPlus	FPKM_Ribo_NitrogenMinus
MM_RS14860	-0.388189990004088	1.48288565083424	-0.261780124304055	0.793490963358242	NA	16.4641935151156	raw_counts / DESeq2 median-of-ratios	0.008	0.011	0.356	0.33	1.791	2.569	19.146	13.745	1.791	2.569	19.146	13.745
MM_RS11715	0.387663539794926	0.753360863952914	0.514578813877907	0.606847372909799	NA	72.5737826333643	raw_counts / DESeq2 median-of-ratios	0.156	0.095	0.631	0.973	33.328	20.638	37.369	44.78	33.328	20.638	37.369	44.78
MM_RS03660	0.38699854178587	0.682958038647253	0.566650540569674	0.570951630096223	NA	103.766978705962	raw_counts / DESeq2 median-of-ratios	0.056	0.065	0.263	0.696	11.984	13.858	15.162	30.635	11.984	13.858	15.162	30.635
MM_RS08675	0.386384109670526	0.737911895080819	0.523618215462169	0.600544109492818	NA	90.6914482110336	raw_counts / DESeq2 median-of-ratios	0.12	0.145	1.269	3.313	25.636	31.102	71.934	144.639	25.636	31.102	71.934	144.639
MM_RS11490	0.386245259969025	1.0321388071356	0.374218329258384	0.708241888300236	NA	34.7867108968898	raw_counts / DESeq2 median-of-ratios	0.03	0.022	0.412	0.504	6.514	4.644	22.95	23.149	6.514	4.644	22.95	23.149
MM_RS01805	-0.386195760972932	1.4374738346502	-0.268662810872596	0.788189172483939	NA	10.758561391527	raw_counts / DESeq2 median-of-ratios	0.031	0.014	0.105	0.057	6.469	2.88	6.056	2.618	6.469	2.88	6.056	2.618
MM_RS14005	-0.385300101868748	0.680804379380111	-0.565948330443428	0.571428905548567	NA	130.561243349076	raw_counts / DESeq2 median-of-ratios	0.134	0.046	1.363	0.697	28.721	9.66	81.982	30.328	28.721	9.66	81.982	30.328
MM_RS00795	-0.385206054613596	0.669214134911707	-0.575609561301956	0.564879116905433	NA	92.0290039923787	raw_counts / DESeq2 median-of-ratios	0.093	0.117	1.08	2.104	19.789	25.427	64.19	93.003	19.789	25.427	64.19	93.003
MM_RS12500	-0.384057682082477	0.902632645638416	-0.425486142051554	0.670482321711468	NA	36.0230433112386	raw_counts / DESeq2 median-of-ratios	0.102	0.226	0.888	3.042	21.749	48.762	53.536	137.475	21.749	48.762	53.536	137.475
MM_RS14890	0.383958870792307	0.618859039625463	0.620430253430056	0.534974559668349	NA	146.944537676462	raw_counts / DESeq2 median-of-ratios	0.189	0.336	1.285	5.624	40.409	71.195	78.072	254.121	40.409	71.195	78.072	254.121
MM_RS02705	-0.383900112548159	0.73572358065871	-0.521799385856907	0.601810017329483	NA	138.087935691483	raw_counts / DESeq2 median-of-ratios	0.163	0.066	1.197	0.746	34.717	14.392	71.487	34.455	34.717	14.392	71.487	34.455
MM_RS08425	-0.383733079685046	0.649190906650567	-0.591094354147498	0.554457202550483	NA	114.613684253716	raw_counts / DESeq2 median-of-ratios	0.047	0.034	0.575	0.674	9.949	7.383	35.064	29.848	9.949	7.383	35.064	29.848
MM_RS16425	-0.383627296667745	0.8702211334889	-0.440838864863811	0.659329655047182	NA	39.082811130063	raw_counts / DESeq2 median-of-ratios	0.027	0.03	0.432	0.542	5.68	6.294	24.242	24.25	5.68	6.294	24.242	24.25
MM_RS15045	0.382659271494786	0.754338191223345	0.507278135917007	0.611959677344405	NA	154.955808305413	raw_counts / DESeq2 median-of-ratios	0.279	0.369	0.576	2.072	58.639	79.053	34.789	90.788	58.639	79.053	34.789	90.788
MM_RS14085	0.382286037884705	0.913974079738033	0.418267920677004	0.675751241266639	NA	48.6462853500748	raw_counts / DESeq2 median-of-ratios	0.094	0.067	0.555	0.779	20.005	14.349	31.054	34.807	20.005	14.349	31.054	34.807
MM_RS11900	-0.381569710555404	0.900356228685158	-0.423798601485361	0.671712698138552	NA	41.7137911106823	raw_counts / DESeq2 median-of-ratios	0.04	0.048	0.403	0.584	8.477	10.407	22.761	26.546	8.477	10.407	22.761	26.546
MM_RS17470	0.379975816679088	0.785360057885132	0.483823709729154	0.628510986860479	NA	73.5460715330988	raw_counts / DESeq2 median-of-ratios	0.024	0.023	0.279	0.499	5.174	5.033	15.584	22.729	5.174	5.033	15.584	22.729
MM_RS10940	-0.378837966373657	0.829646698507311	-0.456625654094999	0.647940136583932	NA	54.7015384905148	raw_counts / DESeq2 median-of-ratios	0.324	0.075	1.981	0.583	69.134	15.813	114.788	26.234	69.134	15.813	114.788	26.234
MM_RS15235	-0.378395306151882	1.36107785627229	-0.278011507136137	0.78100352541974	NA	22.7770138853253	raw_counts / DESeq2 median-of-ratios	0.015	0.051	0.198	1.145	3.274	10.51	11.802	52.624	3.274	10.51	11.802	52.624
MM_RS16745	-0.377307206261897	0.907421328031778	-0.415801562742951	0.677555215235615	NA	49.5044496013093	raw_counts / DESeq2 median-of-ratios	0.025	0.014	0.699	0.573	5.471	2.972	41.019	25.233	5.471	2.972	41.019	25.233
MM_RS05500	0.377290385030708	1.04493567926105	0.361065654584132	0.718050367457207	NA	44.902236934659	raw_counts / DESeq2 median-of-ratios	0.044	0.014	0.172	0.145	9.255	2.898	10.852	6.2	9.255	2.898	10.852	6.2
MM_RS15515	-0.376964089175012	1.25645579277423	-0.300021768647094	0.764160551082793	NA	16.7632056140441	raw_counts / DESeq2 median-of-ratios	0.089	0.132	2.214	3.753	18.695	28.571	123.406	167.026	18.695	28.571	123.406	167.026
MM_RS03425	0.376844087625955	0.617557751245867	0.610216756029224	0.541718231501445	NA	190.416741127849	raw_counts / DESeq2 median-of-ratios	0.386	0.118	3.01	2.082	81.649	25.635	172.986	94.682	81.649	25.635	172.986	94.682
MM_RS02750	0.376830151826005	0.988783706454706	0.38110473439852	0.703125534507723	NA	31.4884669879725	raw_counts / DESeq2 median-of-ratios	0.062	0.027	0.274	0.265	13.227	5.815	15.643	11.918	13.227	5.815	15.643	11.918
MM_RS09620	-0.375135229543038	0.720188137824473	-0.520885043561308	0.602446854990458	NA	118.024040249277	raw_counts / DESeq2 median-of-ratios	0.257	0.132	0.71	0.651	55.174	28.07	44.13	27.534	55.174	28.07	44.13	27.534
MM_RS02325	0.375098591737409	0.751537980579925	0.499107964507614	0.617703326997697	NA	67.4287679901831	raw_counts / DESeq2 median-of-ratios	0.084	0.135	0.784	3.283	17.886	29.011	46.16	141.049	17.886	29.011	46.16	141.049
MM_RS18925	-0.374317150606198	1.14245489750199	-0.327642825484535	0.743181737625164	NA	25.6746832613732	raw_counts / DESeq2 median-of-ratios	0.489	0.509	10.737	17.22	102.659	111.446	638.909	779.235	102.659	111.446	638.909	779.235
MM_RS02310	-0.374054491084017	0.714205974662923	-0.523734754894141	0.600463038939515	NA	154.634725761972	raw_counts / DESeq2 median-of-ratios	0.069	0.033	1.385	0.978	14.631	6.888	83.389	42.347	14.631	6.888	83.389	42.347
MM_RS14995	-0.373837580506682	0.900600062334455	-0.415098328482961	0.67806992303868	NA	47.5208506584108	raw_counts / DESeq2 median-of-ratios	0.079	0.066	0.794	0.762	17.004	13.787	45.64	34.216	17.004	13.787	45.64	34.216
MM_RS13660	0.37350417095488	0.640460041746679	0.583181067684176	0.55977141470075	NA	142.145992671956	raw_counts / DESeq2 median-of-ratios	0.166	0.22	0.794	2.432	35.381	47.406	45.762	109.381	35.381	47.406	45.762	109.381
MM_RS00305	-0.373374207147761	0.673878962449594	-0.55406716629129	0.579532879663228	NA	181.217190717254	raw_counts / DESeq2 median-of-ratios	0.323	0.358	5.106	8.568	69.174	75.842	323.106	379.544	69.174	75.842	323.106	379.544
MM_RS17730	0.37310841497669	0.98252446148819	0.379744657361058	0.70413496716762	NA	28.6665808189496	raw_counts / DESeq2 median-of-ratios	2.744	4.235	5.538	21.044	579.756	902.258	326.456	915.364	579.756	902.258	326.456	915.364
MM_RS13395	0.373063863873005	6.90685413382083	0.0540135721190667	0.956924351040077	NA	8.0756863392678	raw_counts / DESeq2 median-of-ratios	0	0.017	0	0.115	0	3.466	0	5.939	0	3.466	0	5.939
MM_RS11660	0.372620073183645	1.33985365921793	0.278105053204946	0.780931716803448	NA	17.8837224327319	raw_counts / DESeq2 median-of-ratios	0.07	0.036	1.264	1.569	14.729	7.376	75.127	67.523	14.729	7.376	75.127	67.523
MM_RS14080	0.369998515870939	0.68677115099294	0.538750812895958	0.590058807235759	NA	87.1389469268308	raw_counts / DESeq2 median-of-ratios	0.073	0.097	0.645	2.061	15.513	20.721	38.123	93.337	15.513	20.721	38.123	93.337
MM_RS02775	0.369533691939974	1.27278564366506	0.290334585229828	0.771560282573769	NA	15.6318040298919	raw_counts / DESeq2 median-of-ratios	0.027	0.064	0.132	0.8	5.605	13.751	8.034	36.424	5.605	13.751	8.034	36.424
MM_RS03395	0.369427015004214	0.622175221960246	0.593766839251948	0.552668071172244	NA	130.031508374756	raw_counts / DESeq2 median-of-ratios	0.19	0.09	1.189	1.301	40.189	19.244	69.184	58.965	40.189	19.244	69.184	58.965
MM_RS19340	0.369193869033122	0.981529358050984	0.376141442948001	0.706811745746396	NA	33.3639864523659	raw_counts / DESeq2 median-of-ratios	0.099	0.06	0.227	0.323	20.858	12.662	13.205	15.665	20.858	12.662	13.205	15.665
MM_RS02820	0.368341099321167	0.596846784875126	0.617145151243852	0.537138989604727	NA	177.241129677945	raw_counts / DESeq2 median-of-ratios	0.539	0.654	6.05	16.575	114.28	139.19	349.979	728.215	114.28	139.19	349.979	728.215
MM_RS08910	0.368096220696095	0.68365321242598	0.53842535075625	0.590283428614563	NA	83.1745416297412	raw_counts / DESeq2 median-of-ratios	0.066	0.063	0.558	1.28	14.048	13.476	32.967	57.573	14.048	13.476	32.967	57.573
MM_RS09775	-0.368045511022578	1.0100926224602	-0.364368081539056	0.715583166904056	NA	33.3700389976057	raw_counts / DESeq2 median-of-ratios	0.027	0.041	0.331	0.694	5.783	9.006	19.012	32.201	5.783	9.006	19.012	32.201
MM_RS13830	-0.367831987473991	0.922172255557757	-0.398875573687168	0.689984888151338	NA	34.8153889449391	raw_counts / DESeq2 median-of-ratios	0.032	0.017	0.139	0.12	6.758	3.565	8.269	5.176	6.758	3.565	8.269	5.176
MM_RS19490	0.366667958928354	3.55528049669007	0.103133341875477	0.917857143116853	NA	2.90720443740814	raw_counts / DESeq2 median-of-ratios	0	0	1.785	5.405	0	0	114.754	254.724	0	0	114.754	254.724
MM_RS16500	0.364337850973545	0.89934776117235	0.40511342408704	0.685394139409575	NA	42.9759224093183	raw_counts / DESeq2 median-of-ratios	0.349	0.35	1.451	2.575	74.435	73.754	81.361	116.4	74.435	73.754	81.361	116.4
MM_RS19605	0.363961808324326	1.05764136167351	0.344125921615272	0.730751589444217	NA	28.0293532630558	raw_counts / DESeq2 median-of-ratios	0.818	0.478	9.058	13.297	171.776	101.815	536.542	585.84	171.776	101.815	536.542	585.84
MM_RS09700	-0.363044893125142	0.591425836039069	-0.613846861267589	0.539316527524795	NA	189.163453255183	raw_counts / DESeq2 median-of-ratios	0.244	0.421	2.861	7.1	52.046	89.084	172.926	323.909	52.046	89.084	172.926	323.909
MM_RS12565	-0.362652287724235	0.924778436486902	-0.392150458332374	0.694947046828525	NA	42.6826272469925	raw_counts / DESeq2 median-of-ratios	0.028	0.048	0.255	0.626	6.105	10.222	14.662	27.68	6.105	10.222	14.662	27.68
MM_RS07355	-0.362042460463301	0.893413247062576	-0.405235160384793	0.685304662307054	NA	85.3723034328786	raw_counts / DESeq2 median-of-ratios	0.126	0.026	2.289	0.766	26.342	5.686	135.79	34.749	26.342	5.686	135.79	34.749
MM_RS19050	0.362022865955681	0.74311876272225	0.487166902675813	0.626140058082933	NA	57.8075479733699	raw_counts / DESeq2 median-of-ratios	0.129	0.143	0.387	1.086	27.55	30.692	23.277	49.061	27.55	30.692	23.277	49.061
MM_RS06690	0.361888123037646	0.883774710753163	0.409480061642905	0.682187395893549	NA	39.4076286741225	raw_counts / DESeq2 median-of-ratios	0.177	0.26	1.834	5.746	37.124	54.801	106.003	263.606	37.124	54.801	106.003	263.606
MM_RS13600	-0.361366576179804	1.04000535759355	-0.347466071728672	0.728241203378056	NA	26.9119932664037	raw_counts / DESeq2 median-of-ratios	0.175	0.223	2.293	4.203	37.733	47.587	133.176	188.234	37.733	47.587	133.176	188.234
MM_RS19320	0.360497314699372	1.43464771917401	0.251279327936288	0.801598156452292	NA	14.0040674139691	raw_counts / DESeq2 median-of-ratios	0.023	0.036	0.244	0.519	4.96	7.418	13.928	23.715	4.96	7.418	13.928	23.715
MM_RS08635	-0.360479027251268	0.746624475742459	-0.482811693110917	0.629229447473226	NA	83.4728963190593	raw_counts / DESeq2 median-of-ratios	0.089	0.018	0.895	0.25	19.07	3.841	52.336	11.516	19.07	3.841	52.336	11.516
MM_RS05280	-0.360416508734308	0.6127661623464	-0.588179522436754	0.556411800740476	NA	141.896782551916	raw_counts / DESeq2 median-of-ratios	0.104	0.093	1.384	1.99	22.144	20.027	81.756	86.386	22.144	20.027	81.756	86.386
MM_RS15085	0.360079455513847	0.680927039142891	0.528807691301396	0.596938861724277	NA	128.839944308239	raw_counts / DESeq2 median-of-ratios	0.179	0.226	0.512	1.625	38.326	49.151	29.742	72.322	38.326	49.151	29.742	72.322
MM_RS11930	-0.35892913923191	0.603181756602475	-0.595059673644044	0.551803583251226	NA	195.059391324008	raw_counts / DESeq2 median-of-ratios	0.087	0.148	0.537	1.32	18.54	31.4	32.39	59.31	18.54	31.4	32.39	59.31
MM_RS00690	-0.35869196383934	0.664631680683314	-0.539685323863233	0.589414062859913	NA	111.98439822669	raw_counts / DESeq2 median-of-ratios	0.087	0.083	0.736	1.062	18.54	17.726	44.321	48.943	18.54	17.726	44.321	48.943
MM_RS04630	-0.357498954413782	0.683553896335212	-0.523000390065023	0.600973981802894	NA	108.284526135221	raw_counts / DESeq2 median-of-ratios	0.232	0.089	1.62	0.945	49.022	19.442	95.725	41.896	49.022	19.442	95.725	41.896
MM_RS06210	0.357405955103629	0.803609256966983	0.444750918440843	0.656499767643125	NA	60.8134110320357	raw_counts / DESeq2 median-of-ratios	0.493	0.298	1.789	2.091	104.715	64.892	100.089	92.775	104.715	64.892	100.089	92.775
MM_RS03155	-0.357227668444071	0.686256077385997	-0.520545726610944	0.602683265801183	NA	140.262133572567	raw_counts / DESeq2 median-of-ratios	0.235	0.189	4.916	4.175	49.792	40.039	274.56	194.705	49.792	40.039	274.56	194.705
MM_RS17240	0.357054120608303	0.806864873019633	0.442520343303649	0.65811271257058	NA	51.0885675482107	raw_counts / DESeq2 median-of-ratios	0.152	0.078	0.2	0.282	32.711	16.654	12.554	12.964	32.711	16.654	12.554	12.964
MM_RS06820	-0.356334071440457	0.70636124971929	-0.504464353872844	0.613935105268423	NA	98.2436304447919	raw_counts / DESeq2 median-of-ratios	0.167	0.106	3.017	2.786	35.377	22.618	178.672	125.971	35.377	22.618	178.672	125.971
MM_RS04600	-0.356165183951445	6.63454123341928	-0.0536834682942933	0.957187354197303	NA	47.4250306504758	raw_counts / DESeq2 median-of-ratios	0.104	0.024	0.357	0	22.139	4.787	19.035	0	22.139	4.787	19.035	0
MM_RS05670	0.355767168226634	0.705805605809542	0.504058292110868	0.614220414659001	NA	203.600927026131	raw_counts / DESeq2 median-of-ratios	0.306	0.218	2.95	4.655	64.594	45.667	177.42	206.732	64.594	45.667	177.42	206.732
MM_RS09340	0.355155083491991	1.05447888854105	0.336806253165842	0.736262958879062	NA	29.4695571255748	raw_counts / DESeq2 median-of-ratios	0.042	0.044	0.291	0.798	8.703	9.589	17.032	36.198	8.703	9.589	17.032	36.198
MM_RS10065	0.35485379021171	0.672128835154961	0.527955016436541	0.59753055802999	NA	104.016401799818	raw_counts / DESeq2 median-of-ratios	0.392	0.141	0.844	0.826	83.197	30.409	49.792	34.977	83.197	30.409	49.792	34.977
MM_RS14135	-0.354308986460334	1.92620058647752	-0.183941895225079	0.854059037876402	NA	11.4343822495564	raw_counts / DESeq2 median-of-ratios	0.033	0.052	0.177	0.413	7.251	10.565	11.997	19.031	7.251	10.565	11.997	19.031
MM_RS00035	-0.353651769490998	0.883311406196136	-0.400370432228372	0.688883698740779	NA	37.5346381488958	raw_counts / DESeq2 median-of-ratios	0.023	0.07	0.086	0.385	4.822	14.942	5.016	16.917	4.822	14.942	5.016	16.917
MM_RS19405	-0.353613693470453	1.13205923803634	-0.312363241771541	0.754764482553229	NA	25.0545502874494	raw_counts / DESeq2 median-of-ratios	2.684	2.807	6.266	12.441	581.894	600.429	365.809	536.43	581.894	600.429	365.809	536.43
MM_RS09230	0.353387662557123	0.79023335409896	0.447194060746857	0.654734949308598	NA	64.513583720561	raw_counts / DESeq2 median-of-ratios	0.093	0.116	0.728	2.03	19.816	24.544	42.046	88.507	19.816	24.544	42.046	88.507
MM_RS19330	0.352554745341369	0.883704204226625	0.39895107848888	0.689929251678119	NA	44.8046985788743	raw_counts / DESeq2 median-of-ratios	0.117	0.227	0.643	2.402	24.932	48.424	35.974	104.421	24.932	48.424	35.974	104.421
MM_RS04005	0.352248436535728	0.869551703540953	0.405091997521615	0.685409888554469	NA	42.4000588509525	raw_counts / DESeq2 median-of-ratios	0.059	0.081	0.066	0.215	12.636	17.199	3.849	9.387	12.636	17.199	3.849	9.387
MM_RS08575	0.35205398367383	0.603146809154746	0.583695343041275	0.559425300975564	NA	156.404156771309	raw_counts / DESeq2 median-of-ratios	0.07	0.076	0.536	1.396	14.813	16.29	31.86	62.89	14.813	16.29	31.86	62.89
MM_RS01280	0.35126273737557	0.93828870381167	0.374365305634197	0.708132551467124	NA	48.3962292435457	raw_counts / DESeq2 median-of-ratios	0.093	0.153	1.356	4.884	19.587	31.953	82.852	219.274	19.587	31.953	82.852	219.274
MM_RS12085	-0.351172281837202	0.785747562177612	-0.446927612303329	0.65492732644864	NA	50.9849605284065	raw_counts / DESeq2 median-of-ratios	0.034	0.058	0.206	0.505	7.198	12.282	12.047	22.152	7.198	12.282	12.047	22.152
MM_RS00765	0.351163146785155	1.02803434963814	0.341586978011738	0.732661738403448	NA	35.9466286730336	raw_counts / DESeq2 median-of-ratios	0.074	0.103	1.604	5.374	15.548	21.791	97.831	242.781	15.548	21.791	97.831	242.781
MM_RS11580	0.350821499763863	0.801143814772914	0.437900777981172	0.661458211623855	NA	116.940164166637	raw_counts / DESeq2 median-of-ratios	0.067	0.093	0.339	1.146	14.117	19.695	21.166	52.183	14.117	19.695	21.166	52.183
MM_RS14510	0.350780367211237	0.786926175158544	0.445760197442365	0.655770475896979	NA	72.1343667943905	raw_counts / DESeq2 median-of-ratios	0.078	0.069	0.191	0.542	17.003	14.745	11.606	24.46	17.003	14.745	11.606	24.46
MM_RS08135	0.350706046691377	0.785888945464503	0.446253950657227	0.655413815766994	NA	51.5875813840268	raw_counts / DESeq2 median-of-ratios	0.045	0.043	0.425	1.037	9.6	9.359	25.339	46.155	9.6	9.359	25.339	46.155
MM_RS00915	0.348542236513461	0.640075727302415	0.544532813300677	0.586074874524703	NA	105.590697276585	raw_counts / DESeq2 median-of-ratios	0.068	0.044	0.312	0.422	14.311	9.507	17.672	18.714	14.311	9.507	17.672	18.714
MM_RS12965	-0.347945395285085	0.58691112075361	-0.592841714838039	0.553287087637228	NA	191.936669919141	raw_counts / DESeq2 median-of-ratios	0.209	0.12	1.251	0.974	44.471	25.719	72.262	44.512	44.471	25.719	72.262	44.512
MM_RS18475	0.347753929784746	0.9250040846993	0.375948534214088	0.706955157648648	NA	44.625531450857	raw_counts / DESeq2 median-of-ratios	2.34	4.695	4.096	17.67	503.718	974.809	245.286	792.591	503.718	974.809	245.286	792.591
MM_RS12555	-0.347056889878819	0.622023371432875	-0.557948311619464	0.576879680326687	NA	140.412813466539	raw_counts / DESeq2 median-of-ratios	0.081	0.14	1.131	2.695	17.33	29.629	66.398	122.819	17.33	29.629	66.398	122.819
MM_RS14870	-0.346024419773119	1.15425167106142	-0.299782472443746	0.764343085753848	NA	26.2115611230231	raw_counts / DESeq2 median-of-ratios	0.025	0.01	0.169	0.182	5.4	2.229	10.429	7.968	5.4	2.229	10.429	7.968
MM_RS16430	0.345610753790013	1.65172493795553	0.209242317439248	0.834259078957789	NA	9.9938089320771	raw_counts / DESeq2 median-of-ratios	0.007	0.007	0.048	0.096	1.432	1.463	2.779	4.428	1.432	1.463	2.779	4.428
MM_RS06790	0.344127375862034	0.607585441839846	0.566385156991209	0.571131982665659	NA	160.872528954618	raw_counts / DESeq2 median-of-ratios	0.106	0.211	0.501	2.438	22.564	45.091	30.156	109.964	22.564	45.091	30.156	109.964
MM_RS04720	0.344111217248299	0.613327908643705	0.561055860003592	0.574759457493135	NA	125.84989897306	raw_counts / DESeq2 median-of-ratios	0.108	0.168	0.631	2.279	23.027	35.768	37.261	104.079	23.027	35.768	37.261	104.079
MM_RS16890	-0.343234236102702	1.32088868230339	-0.259850993275348	0.79497871465374	NA	23.3287496783942	raw_counts / DESeq2 median-of-ratios	0.012	0.018	0.205	0.762	2.566	3.859	12.474	34.3	2.566	3.859	12.474	34.3
MM_RS08950	0.341343904990611	1.47922553231078	0.230758527036359	0.817502402312159	NA	11.8798314772626	raw_counts / DESeq2 median-of-ratios	0.075	0.075	0.129	0.413	16.288	16.406	7.395	17.543	16.288	16.406	7.395	17.543
MM_RS07390	0.338986038481822	0.849859978019471	0.398872811109191	0.689986923816508	NA	42.2600934977192	raw_counts / DESeq2 median-of-ratios	0.099	0.056	1.061	1.187	20.831	11.984	60.018	53.281	20.831	11.984	60.018	53.281
MM_RS08740	-0.3378201946125	0.656194982985438	-0.514816789783344	0.606681051659175	NA	110.373449996678	raw_counts / DESeq2 median-of-ratios	0.156	0.227	2.12	4.406	33.21	47.93	125.513	197.518	33.21	47.93	125.513	197.518
MM_RS04700	0.337430114059311	0.993205146346411	0.339738588045558	0.734053399305332	NA	29.7267408194692	raw_counts / DESeq2 median-of-ratios	0.093	0.052	0.553	0.529	19.803	10.754	31.596	24.165	19.803	10.754	31.596	24.165
MM_RS15090	0.337095942867041	0.971234669093269	0.34707980840691	0.728531362280405	NA	29.6849555100617	raw_counts / DESeq2 median-of-ratios	0.067	0.063	0.25	0.54	14.235	13.494	14.536	25.549	14.235	13.494	14.536	25.549
MM_RS07785	0.336932271939808	0.720011191377032	0.46795421512188	0.639817331790908	NA	68.2089343412668	raw_counts / DESeq2 median-of-ratios	0.068	0.039	0.425	0.522	14.34	8.259	24.438	23.29	14.34	8.259	24.438	23.29
MM_RS00840	-0.3367644483668	0.702796197727683	-0.479177960062453	0.631812032177294	NA	107.274655096819	raw_counts / DESeq2 median-of-ratios	0.025	0.03	0.453	0.786	5.325	6.225	28.125	35.866	5.325	6.225	28.125	35.866
MM_RS15980	-0.336725587035308	0.773762239698955	-0.435179658245299	0.66343202654792	NA	57.0613096612371	raw_counts / DESeq2 median-of-ratios	0.015	0.015	0.081	0.113	3.117	3.208	4.798	5.081	3.117	3.208	4.798	5.081
MM_RS05480	-0.336389329216687	1.20012900522077	-0.280294308156318	0.779251717273761	NA	28.7214747940849	raw_counts / DESeq2 median-of-ratios	0.047	0.157	1.926	7.653	9.748	32.73	109.932	342.662	9.748	32.73	109.932	342.662
MM_RS10770	-0.336270490200313	0.633796583299932	-0.53056532499668	0.595720029667883	NA	142.682951527372	raw_counts / DESeq2 median-of-ratios	0.076	0.148	1.953	5.318	16.323	31.254	115.411	241.684	16.323	31.254	115.411	241.684
MM_RS18420	-0.335687476470357	1.15541113068441	-0.290535089679732	0.77140691018328	NA	28.7174234981757	raw_counts / DESeq2 median-of-ratios	0.616	1.13	4.791	16.531	134.287	238.846	281.225	762.136	134.287	238.846	281.225	762.136
MM_RS18270	-0.334639415544764	0.812055191633004	-0.41208949710896	0.680273826586172	NA	169.435375138331	raw_counts / DESeq2 median-of-ratios	14.149	17.261	12.449	31.719	3071.215	3793.879	735.912	1406.902	3071.215	3793.879	735.912	1406.902
MM_RS14435	-0.33457049403363	0.669751011288086	-0.499544589548546	0.617395782411407	NA	166.625227040435	raw_counts / DESeq2 median-of-ratios	0.282	0.264	1.895	2.348	59.919	55.62	109.763	102.222	59.919	55.62	109.763	102.222
MM_RS07415	-0.334308253013114	0.60715545897758	-0.550613929381567	0.581898358069786	NA	172.031711027395	raw_counts / DESeq2 median-of-ratios	0.113	0.094	1.298	1.607	24.16	19.908	78.028	75.169	24.16	19.908	78.028	75.169
MM_RS15490	-0.334000474923319	0.656616656785827	-0.508668903646564	0.610984322608786	NA	94.8719559683391	raw_counts / DESeq2 median-of-ratios	0.133	0.061	0.999	0.713	28.366	13.088	59.607	31.795	28.366	13.088	59.607	31.795
MM_RS00130	0.333892044243812	0.613984580274774	0.54381177471002	0.586571005298576	NA	174.950263214864	raw_counts / DESeq2 median-of-ratios	0.387	0.785	5.518	24.917	82.248	167.066	319.878	1095.087	82.248	167.066	319.878	1095.087
MM_RS04955	0.333598999469406	0.645493176602989	0.51681258851569	0.605286991501559	NA	100.751864389113	raw_counts / DESeq2 median-of-ratios	0.113	0.123	0.353	0.852	23.975	26.524	20.294	37.713	23.975	26.524	20.294	37.713
MM_RS15560	-0.332976906660934	0.944976543661374	-0.352365261227324	0.724564350956727	NA	105.691971251471	raw_counts / DESeq2 median-of-ratios	0.144	0.32	3.883	11.676	31.213	68.278	218.374	524.076	31.213	68.278	218.374	524.076
MM_RS02940	-0.332204977531122	1.20144360070612	-0.276504845783752	0.782160338280425	NA	18.4963600849365	raw_counts / DESeq2 median-of-ratios	0.045	0.029	0.343	0.265	9.507	6.002	20.431	12.127	9.507	6.002	20.431	12.127
MM_RS07070	0.332006239963597	0.595481237967489	0.557542738200802	0.577156667312273	NA	184.009296555961	raw_counts / DESeq2 median-of-ratios	0.239	0.553	2.395	9.974	49.702	117.051	131.959	457.408	49.702	117.051	131.959	457.408
MM_RS02665	-0.331542064832051	1.22795570755266	-0.269995133206246	0.787163997754056	NA	16.8780748561288	raw_counts / DESeq2 median-of-ratios	0.029	0.059	0.388	1.165	6.12	12.605	22.85	54.279	6.12	12.605	22.85	54.279
MM_RS05150	-0.331307367340559	0.610631643782383	-0.54256501560969	0.587429331769212	NA	202.879566285733	raw_counts / DESeq2 median-of-ratios	0.776	1.311	4.41	11.559	166.628	276.578	261.848	548.742	166.628	276.578	261.848	548.742
MM_RS02950	-0.331259351854345	0.935054349897994	-0.354267483906665	0.723138433665838	NA	31.1431721776867	raw_counts / DESeq2 median-of-ratios	0.082	0.045	0.495	0.344	17.309	9.7	27.98	15.3	17.309	9.7	27.98	15.3
MM_RS15655	0.33118578309499	0.984542232809772	0.336385552654073	0.736580142688697	NA	25.6931191339988	raw_counts / DESeq2 median-of-ratios	0.033	0.034	0.182	0.489	6.988	7.433	10.682	21.149	6.988	7.433	10.682	21.149
MM_RS10665	0.330679866768614	0.631522289081373	0.523623429427374	0.600540482296786	NA	161.921922227321	raw_counts / DESeq2 median-of-ratios	0.399	0.117	1.892	1.376	83.913	25.48	110.579	60.183	83.913	25.48	110.579	60.183
MM_RS00425	-0.330503641652254	0.96164081291299	-0.343687203386363	0.731081535818088	NA	44.0923779742696	raw_counts / DESeq2 median-of-ratios	0.062	0.037	2.346	1.375	13.008	7.748	129.975	63.516	13.008	7.748	129.975	63.516
