gene_id	log2FC_TE_deseq2	lfcSE_TE_deseq2	stat_TE_deseq2	pvalue_TE_deseq2	padj_TE_deseq2	baseMean_counts	log2FC_basis	TPM_RNA_NitrogenPlus	TPM_RNA_NitrogenMinus	TPM_Ribo_NitrogenPlus	TPM_Ribo_NitrogenMinus	RPKM_RNA_NitrogenPlus	RPKM_RNA_NitrogenMinus	RPKM_Ribo_NitrogenPlus	RPKM_Ribo_NitrogenMinus	FPKM_RNA_NitrogenPlus	FPKM_RNA_NitrogenMinus	FPKM_Ribo_NitrogenPlus	FPKM_Ribo_NitrogenMinus
MM_RS10175	-0.580475387827959	0.536153072165226	-1.08266727911068	0.278956132653456	0.681183373222436	493.216408305443	raw_counts / DESeq2 median-of-ratios	0.336	0.245	8.356	7.533	71.326	52.133	497.552	341.027	71.326	52.133	497.552	341.027
MM_RS09285	0.692644307320262	0.641936013350886	1.07899275459665	0.280590957579382	0.68397127972338	459.113267470454	raw_counts / DESeq2 median-of-ratios	0.293	0.447	2.173	9.532	62.445	94.032	136.469	438.344	62.445	94.032	136.469	438.344
MM_RS18700	-0.958555134710646	0.905008344992843	-1.05916717786533	0.289523650060519	0.686688625192661	840.327100991595	raw_counts / DESeq2 median-of-ratios	7.8	13.68	1.036	3.442	1702.426	2951.188	61.423	154.871	1702.426	2951.188	61.423	154.871
MM_RS05180	-0.867518577857012	0.826555972924511	-1.0495581742487	0.293921295570558	0.686688625192661	386.744552350388	raw_counts / DESeq2 median-of-ratios	0.514	0.288	6.649	4.44	108.18	62.76	419.602	192.471	108.18	62.76	419.602	192.471
MM_RS15210	-0.851522945984744	0.804639873523609	-1.05826590752435	0.289934231192265	0.686688625192661	614.875522560397	raw_counts / DESeq2 median-of-ratios	0.671	0.942	9.463	13.226	142.664	201.708	619.365	590.885	142.664	201.708	619.365	590.885
MM_RS02360	-0.75537956694712	0.707110564491215	-1.06826231268463	0.285402203510106	0.686688625192661	488.016851379398	raw_counts / DESeq2 median-of-ratios	1.138	1.301	5.996	7.747	241.042	274.894	371.184	337.537	241.042	274.894	371.184	337.537
MM_RS07960	-0.751299884797594	0.699738732397004	-1.07368629177345	0.282963307346845	0.686688625192661	771.207845169727	raw_counts / DESeq2 median-of-ratios	13.584	6.525	102.472	59.102	2888.265	1421.476	6515.262	2621.214	2888.265	1421.476	6515.262	2621.214
MM_RS00350	-0.72406425276762	0.689560097539671	-1.05003792323694	0.293700677349152	0.686688625192661	280.682950319266	raw_counts / DESeq2 median-of-ratios	0.121	0.117	1.722	1.955	25.848	24.99	109.577	88.373	25.848	24.99	109.577	88.373
MM_RS12530	-0.712789877665453	0.67428764051672	-1.05710061231321	0.290465671801074	0.686688625192661	269.86067656451	raw_counts / DESeq2 median-of-ratios	0.162	0.085	1.734	1.146	34.081	18.374	104.985	50.641	34.081	18.374	104.985	50.641
MM_RS18030	0.709711567051474	0.676426762374449	1.04920681222042	0.294082944026273	0.686688625192661	241.411671664407	raw_counts / DESeq2 median-of-ratios	11.364	10.49	61.807	155.327	2435.291	2225.128	3527.858	6875.109	2435.291	2225.128	3527.858	6875.109
MM_RS13170	-0.682497805895996	0.644470118896107	-1.05900612904292	0.289596988430842	0.686688625192661	349.125831723913	raw_counts / DESeq2 median-of-ratios	0.119	0.173	1.144	1.389	25.21	36.181	63.889	66.666	25.21	36.181	63.889	66.666
MM_RS07015	-0.663798749766266	0.61807400296686	-1.07397940469898	0.282831912340605	0.686688625192661	584.306546003643	raw_counts / DESeq2 median-of-ratios	0.788	0.606	4.748	4.626	166.311	130.746	285.866	206.935	166.311	130.746	285.866	206.935
MM_RS06590	0.653167090329474	0.614651514305769	1.06266246015388	0.287935050694173	0.686688625192661	502.975153143728	raw_counts / DESeq2 median-of-ratios	1.328	0.454	4.372	4.525	275.29	98.937	243.566	200.381	275.29	98.937	243.566	200.381
MM_RS05945	-0.642571952716684	0.609633356756966	-1.05403017337329	0.291869102967641	0.686688625192661	233.068655665079	raw_counts / DESeq2 median-of-ratios	0.3	0.049	3.67	0.7	63.323	10.566	214.26	31.588	63.323	10.566	214.26	31.588
MM_RS09380	-0.630920051067229	0.599298045733917	-1.05276507333607	0.292448676101843	0.686688625192661	641.756076731635	raw_counts / DESeq2 median-of-ratios	0.44	0.173	20.688	10.218	92.474	37.042	1182.95	431.988	92.474	37.042	1182.95	431.988
MM_RS12185	0.622095273937899	0.592447940614749	1.05004209026769	0.293698761577735	0.686688625192661	1610.21651550151	raw_counts / DESeq2 median-of-ratios	0.611	0.902	18.597	59.387	129.875	191.859	1041.318	2653.344	129.875	191.859	1041.318	2653.344
MM_RS13695	-0.621989175024384	0.58496176085306	-1.06329886267664	0.287646440789104	0.686688625192661	220.260441841922	raw_counts / DESeq2 median-of-ratios	0.138	0.156	0.762	1.127	29.654	33.622	44.918	50.112	29.654	33.622	44.918	50.112
MM_RS15330	0.617794019034819	0.576480381586261	1.07166529645793	0.283870393463994	0.686688625192661	524.799267587996	raw_counts / DESeq2 median-of-ratios	2.114	2.68	18.529	49.276	448.291	566.058	1039.802	2237.803	448.291	566.058	1039.802	2237.803
MM_RS03600	-0.617432140062593	0.585332539552799	-1.05483993856606	0.29149853520358	0.686688625192661	284.183250973263	raw_counts / DESeq2 median-of-ratios	0.423	0.151	3.379	1.575	89.663	32.93	200.965	69.153	89.663	32.93	200.965	69.153
