gene_id	log2FC_Ribo	lfcSE_Ribo	pvalue_Ribo	padj_Ribo	baseMean_counts_Ribo	log2FC_basis_Ribo	TPM_Ribo_NitrogenPlus	TPM_Ribo_NitrogenMinus	RPKM_Ribo_NitrogenPlus	RPKM_Ribo_NitrogenMinus	FPKM_Ribo_NitrogenPlus	FPKM_Ribo_NitrogenMinus
MM_RS05575	-3.57770030426883	0.668015809470553	8.52201469312847e-08	2.11762868705509e-06	19082.0880104078	raw_counts / DESeq2 median-of-ratios	122.507	22.114	7872.086	981.094	7872.086	981.094
MM_RS11170	-2.1673639704926	0.405043607381346	8.74986150778264e-08	2.15871583199152e-06	3205.72771892935	raw_counts / DESeq2 median-of-ratios	85.16	32.789	5051.376	1480.086	5051.376	1480.086
MM_RS04470	-2.45752851501747	0.459543073004629	8.90468143196778e-08	2.181331181987e-06	566.109073933326	raw_counts / DESeq2 median-of-ratios	6.315	1.985	375.828	91.711	375.828	91.711
MM_RS08635	-2.54687939870202	0.476398958573605	8.98665212221172e-08	2.18590819930418e-06	176.344105324872	raw_counts / DESeq2 median-of-ratios	0.895	0.25	52.336	11.516	52.336	11.516
MM_RS12300	-2.5529186217253	0.477854253635806	9.16921417835219e-08	2.21471788615584e-06	161.545678796354	raw_counts / DESeq2 median-of-ratios	6.177	1.851	368.477	83.155	368.477	83.155
MM_RS15095	2.78385532851789	0.521460637121547	9.36813328945401e-08	2.24705085984543e-06	346.671132344427	raw_counts / DESeq2 median-of-ratios	0.749	9.223	44.775	397.455	44.775	397.455
MM_RS10750	-2.49993375037211	0.468637439089862	9.58224611953491e-08	2.28255711012921e-06	432.287928683233	raw_counts / DESeq2 median-of-ratios	3.83	1.088	222.552	50.467	222.552	50.467
MM_RS09115	-2.18656961704868	0.410329597497081	9.88568162271644e-08	2.33870851540155e-06	1177.82658186918	raw_counts / DESeq2 median-of-ratios	183.328	65.675	10647.497	2941.87	10647.497	2941.87
MM_RS04205	-2.37275468957552	0.448746230046565	1.23985773587155e-07	2.91324395897981e-06	2268.60980021779	raw_counts / DESeq2 median-of-ratios	49.173	15.729	2883.479	730.046	2883.479	730.046
MM_RS03140	-2.35125776352671	0.444836923320648	1.25250754414946e-07	2.92308179560287e-06	670.742839346802	raw_counts / DESeq2 median-of-ratios	222.146	71.946	13017.456	3324.012	13017.456	3324.012
MM_RS05040	-2.36358506074967	0.448989414717864	1.40775537395783e-07	3.26334702124183e-06	2134.74812721083	raw_counts / DESeq2 median-of-ratios	9.507	3.333	570.89	147.204	570.89	147.204
MM_RS19610	-2.34205889902084	0.445367249336128	1.45066459974101e-07	3.34039701833696e-06	301.636401836925	raw_counts / DESeq2 median-of-ratios	3.02	1.011	177.239	44.594	177.239	44.594
MM_RS18485	8.29639129718923	1.58085021751638	1.53712140911869e-07	3.51603797820923e-06	29.1916386500234	raw_counts / DESeq2 median-of-ratios	0	0.691	0	30.505	0	30.505
MM_RS08010	-3.02914659154321	0.577684589392075	1.57473872629133e-07	3.57838655303306e-06	1182.31237111876	raw_counts / DESeq2 median-of-ratios	7.468	1.842	467.674	82.365	467.674	82.365
MM_RS08530	-3.6527686259715	0.697434609859748	1.62823375781103e-07	3.67576431338517e-06	56806.9158142924	raw_counts / DESeq2 median-of-ratios	254.741	44.382	16445.322	1937.295	16445.322	1937.295
MM_RS07355	-2.36245541669905	0.451998052252063	1.72567930699425e-07	3.87045215997283e-06	224.02430793186	raw_counts / DESeq2 median-of-ratios	2.289	0.766	135.79	34.749	135.79	34.749
MM_RS04550	-2.4364997863816	0.469026547891605	2.04938455687781e-07	4.56682210287481e-06	788.83186885836	raw_counts / DESeq2 median-of-ratios	5.381	1.793	322.65	78.493	322.65	78.493
MM_RS05580	-3.20451151203086	0.617159230136688	2.07647511197427e-07	4.59752886971738e-06	2682.2177039099	raw_counts / DESeq2 median-of-ratios	10.366	2.333	655.826	102.959	655.826	102.959
MM_RS03930	2.70105961380663	0.521358554422716	2.20924433826853e-07	4.86033754419076e-06	229.156502836925	raw_counts / DESeq2 median-of-ratios	0.646	7.257	38.563	339.348	38.563	339.348
MM_RS06310	-2.23065982987276	0.431548469942902	2.35391366639092e-07	5.14583405298369e-06	898.489812726079	raw_counts / DESeq2 median-of-ratios	6.153	2.313	366.677	102.57	366.677	102.57
MM_RS12890	-2.50925574540258	0.487011176979877	2.57231911395658e-07	5.58791837711071e-06	263.892450462716	raw_counts / DESeq2 median-of-ratios	6.345	1.993	378.448	86.943	378.448	86.943
MM_RS13115	8.13480166390696	1.58535695213071	2.87883363879555e-07	6.2146821177499e-06	25.9462913362255	raw_counts / DESeq2 median-of-ratios	0	0.328	0	14.88	0	14.88
MM_RS05215	-2.26569242493755	0.442243763857952	3.00432441958095e-07	6.44530220200784e-06	1057.63314009049	raw_counts / DESeq2 median-of-ratios	7.348	2.711	438.419	119.506	438.419	119.506
MM_RS14705	2.14895121800458	0.420812063734799	3.27873773550431e-07	6.99059267804438e-06	3372.39460438895	raw_counts / DESeq2 median-of-ratios	20.51	149.845	1193.492	6612.587	1193.492	6612.587
MM_RS00570	-2.21068753614674	0.434698844544885	3.66540794667312e-07	7.7670669004963e-06	299.649345320643	raw_counts / DESeq2 median-of-ratios	1.596	0.592	94.416	26.805	94.416	26.805
MM_RS05050	-2.15124790665486	0.423129833487572	3.69311135766607e-07	7.77805282279183e-06	1500.47439328221	raw_counts / DESeq2 median-of-ratios	10.222	4.062	609.656	181	609.656	181
MM_RS10225	-2.11280807154699	0.416095208907053	3.82024371622528e-07	7.99704351263159e-06	659.214271592788	raw_counts / DESeq2 median-of-ratios	2.837	1.08	165.224	48.157	165.224	48.157
MM_RS14500	-2.2377347959174	0.441306824239284	3.96353809690931e-07	8.24702444983418e-06	425.696518430283	raw_counts / DESeq2 median-of-ratios	3.576	1.262	210.022	58.032	210.022	58.032
MM_RS03135	-2.65013355461087	0.524066740218828	4.26209843100951e-07	8.81514250341728e-06	1151.24972315595	raw_counts / DESeq2 median-of-ratios	47.463	12.933	2821.872	612.098	2821.872	612.098
MM_RS09425	-3.11074273767137	0.61925935490316	5.07837562000481e-07	1.04408984473194e-05	5287.82407342304	raw_counts / DESeq2 median-of-ratios	26.288	6.297	1667.322	286.267	1667.322	286.267
MM_RS06850	2.60600298268488	0.520199958768735	5.45382306524363e-07	1.10160847177494e-05	106.249693969181	raw_counts / DESeq2 median-of-ratios	0.642	6.642	38.06	305.805	38.06	305.805
MM_RS12380	2.34763667716322	0.468499924337645	5.41577928054871e-07	1.10160847177494e-05	354.3314181338	raw_counts / DESeq2 median-of-ratios	1.135	10.187	68.041	467.738	68.041	467.738
MM_RS12615	-2.2439215400221	0.447919996945062	5.45296641381836e-07	1.10160847177494e-05	397.529406886264	raw_counts / DESeq2 median-of-ratios	5.32	1.999	318.711	89.884	318.711	89.884
MM_RS01720	-2.13346450381663	0.426495569977073	5.66464032657133e-07	1.13753881906845e-05	2911.45496070027	raw_counts / DESeq2 median-of-ratios	7.137	2.839	425.286	129.708	425.286	129.708
MM_RS16605	-2.04712214411032	0.410078417613813	5.97491934330027e-07	1.19291164229822e-05	1263.54078072037	raw_counts / DESeq2 median-of-ratios	6.392	2.511	371.055	113.392	371.055	113.392
MM_RS10150	2.11571806711296	0.424448455846652	6.20808271619062e-07	1.23234009780014e-05	543.540619563151	raw_counts / DESeq2 median-of-ratios	2.675	18.739	154.946	846.529	154.946	846.529
MM_RS05890	-2.08627223937562	0.418808948556751	6.3112393508312e-07	1.24565832672977e-05	1125.59707915915	raw_counts / DESeq2 median-of-ratios	6.103	2.444	360.461	111.695	360.461	111.695
MM_RS17705	2.43506616182803	0.493180638329155	7.91412967620473e-07	1.55314794895518e-05	589.053177345236	raw_counts / DESeq2 median-of-ratios	11.427	98.482	656.019	4283.258	656.019	4283.258
MM_RS16095	3.24993133132881	0.65905641694379	8.17308767959229e-07	1.59490648843569e-05	201.738285692675	raw_counts / DESeq2 median-of-ratios	0.566	8.678	33.025	420.846	33.025	420.846
MM_RS02370	-2.36945710015243	0.481268326747971	8.50708606863833e-07	1.65075703826274e-05	815.662154517351	raw_counts / DESeq2 median-of-ratios	8.134	2.416	462.772	107.716	462.772	107.716
MM_RS03605	-2.084146836763	0.424068970080071	8.89451968460662e-07	1.71629446875035e-05	335.217003409791	raw_counts / DESeq2 median-of-ratios	1.997	0.79	117.236	35.677	117.236	35.677
MM_RS04800	-2.26851915053502	0.462113752182326	9.15392098162659e-07	1.75653572614101e-05	2968.33601725702	raw_counts / DESeq2 median-of-ratios	73.318	28.049	4441.771	1249.536	4441.771	1249.536
MM_RS03650	2.12452918489325	0.435284721641168	1.05666796819217e-06	2.0164260564286e-05	831.925029225033	raw_counts / DESeq2 median-of-ratios	14.586	100.816	839.915	4572.081	839.915	4572.081
MM_RS19465	-2.35154273003049	0.482132806299154	1.07506668411702e-06	2.04026391590121e-05	165.483000297386	raw_counts / DESeq2 median-of-ratios	10.052	3.49	598.615	154.052	598.615	154.052
MM_RS09110	-2.12551070733105	0.436259394496361	1.10403758204257e-06	2.0837955237022e-05	1891.64443727361	raw_counts / DESeq2 median-of-ratios	48.815	17.848	2822.621	819.278	2822.621	819.278
MM_RS13160	-2.71296024950195	0.557810158662482	1.15275218000279e-06	2.15221947552954e-05	129.440036753657	raw_counts / DESeq2 median-of-ratios	1.434	0.407	86.392	17.576	86.392	17.576
MM_RS12065	2.2650223963858	0.465650944725465	1.14916834538726e-06	2.15221947552954e-05	561.256756392592	raw_counts / DESeq2 median-of-ratios	12.039	103.997	725.789	4753.971	725.789	4753.971
MM_RS12870	-2.63619530441928	0.543180187649743	1.21447589517165e-06	2.25526867845317e-05	687.601580455936	raw_counts / DESeq2 median-of-ratios	2.237	0.674	135.552	28.935	135.552	28.935
MM_RS03485	-2.52965691319866	0.521941491952739	1.25576773225162e-06	2.31947687015887e-05	1983.91168346148	raw_counts / DESeq2 median-of-ratios	13.329	4.455	820.725	197.162	820.725	197.162
MM_RS19590	2.00637495923663	0.415269005085549	1.35503692385156e-06	2.48951996541665e-05	469.766963577558	raw_counts / DESeq2 median-of-ratios	1.99	13.576	117.265	610.238	117.265	610.238
MM_RS00680	2.07742662885308	0.430093616795799	1.36414388780542e-06	2.49299099919573e-05	5386.35876865802	raw_counts / DESeq2 median-of-ratios	6.797	51.433	408.044	2306.01	408.044	2306.01
MM_RS06215	-2.47194893590193	0.512488618263281	1.41115884092976e-06	2.56533822977442e-05	3201.73588563131	raw_counts / DESeq2 median-of-ratios	399.009	134.007	24376.269	6198.152	24376.269	6198.152
MM_RS06615	-1.94504124441809	0.403575818103425	1.43904889362267e-06	2.60234286836268e-05	1319.03134112163	raw_counts / DESeq2 median-of-ratios	7.902	3.423	463.209	155.287	463.209	155.287
MM_RS14095	2.00511058510122	0.416643788665	1.49031755958663e-06	2.68101919313136e-05	2081.9670030283	raw_counts / DESeq2 median-of-ratios	24.175	168.585	1433.526	7476.04	1433.526	7476.04
MM_RS17575	-2.16328136878978	0.449849222157214	1.51760660666439e-06	2.71596539866259e-05	180.967410109287	raw_counts / DESeq2 median-of-ratios	0.954	0.354	55.802	15.93	55.802	15.93
MM_RS15690	-2.08759443863916	0.436518921600793	1.73241523007159e-06	3.08441350756044e-05	599.284056964152	raw_counts / DESeq2 median-of-ratios	3.442	1.429	205.279	63.464	205.279	63.464
MM_RS07900	2.22403945569026	0.46577336166895	1.79761608321759e-06	3.18408510329926e-05	291.248614697492	raw_counts / DESeq2 median-of-ratios	0.741	5.455	42.445	243.963	42.445	243.963
MM_RS02730	-3.02724453465735	0.634950799125717	1.86356110015985e-06	3.28405104079189e-05	939.022574190216	raw_counts / DESeq2 median-of-ratios	5.474	1.398	346.193	60.897	346.193	60.897
MM_RS10940	-2.46043264923687	0.51674105087173	1.92214347168559e-06	3.37009317319899e-05	88.3098308041766	raw_counts / DESeq2 median-of-ratios	1.981	0.583	114.788	26.234	114.788	26.234
MM_RS18600	2.50167327050385	0.526437703759166	2.01336214624522e-06	3.51219841067222e-05	887.966595229539	raw_counts / DESeq2 median-of-ratios	49.728	464.256	2918.6	21996.835	2918.6	21996.835
MM_RS07040	-2.31511131191777	0.487937272590979	2.08825438042431e-06	3.62453800501786e-05	3251.14348778479	raw_counts / DESeq2 median-of-ratios	327.507	123.258	19929.567	5431.486	19929.567	5431.486
MM_RS01015	-1.94436565630951	0.409963619794648	2.10809227500277e-06	3.64067535892978e-05	585.785994659964	raw_counts / DESeq2 median-of-ratios	3.175	1.385	186.125	62.077	186.125	62.077
MM_RS12655	2.79222361535982	0.588879886423962	2.12053402855085e-06	3.64394255453465e-05	178.832438942702	raw_counts / DESeq2 median-of-ratios	0.312	3.35	17.67	143.921	17.67	143.921
MM_RS00200	-2.49345921295797	0.528456202490664	2.37725627223296e-06	4.06487285361022e-05	1194.46675584372	raw_counts / DESeq2 median-of-ratios	6.574	2.265	406.007	101.117	406.007	101.117
MM_RS08630	-2.13724464160084	0.453354027911859	2.42549015839871e-06	4.1269177374922e-05	223.802486278078	raw_counts / DESeq2 median-of-ratios	1.079	0.42	63.894	19.131	63.894	19.131
MM_RS00375	-2.08941982595151	0.44476322707646	2.6294651940119e-06	4.45204548044956e-05	235.328207440565	raw_counts / DESeq2 median-of-ratios	2.655	1.056	155.797	46.824	155.797	46.824
MM_RS09445	2.37423231143067	0.506343706383328	2.7457870083083e-06	4.62631625692531e-05	210.401567033674	raw_counts / DESeq2 median-of-ratios	0.675	5.68	38.952	247.207	38.952	247.207
MM_RS17790	2.53765332105221	0.542853645239041	2.94448672933523e-06	4.93701804035141e-05	8246.3811621143	raw_counts / DESeq2 median-of-ratios	6.52	74.323	405.102	3366.949	405.102	3366.949
MM_RS14615	-2.38784705060753	0.512056412820245	3.11254297485333e-06	5.19358620055237e-05	181.547568454459	raw_counts / DESeq2 median-of-ratios	2.785	0.85	159.73	37.175	159.73	37.175
MM_RS05265	-1.94422565642169	0.417087454242504	3.14013709448737e-06	5.21443919440354e-05	3467.30792286674	raw_counts / DESeq2 median-of-ratios	44.73	18.794	2596.22	858.212	2596.22	858.212
MM_RS01835	2.76942552616967	0.594879568892119	3.23291166082642e-06	5.34281190262893e-05	2348.1665150386	raw_counts / DESeq2 median-of-ratios	1.665	23.097	104.914	1046.774	104.914	1046.774
MM_RS09155	-2.28548102298602	0.491257175337108	3.28235983876312e-06	5.39870042051801e-05	1851.86352583107	raw_counts / DESeq2 median-of-ratios	9.142	3.464	552.825	151.098	552.825	151.098
MM_RS15150	2.62354966623084	0.564287448038896	3.33040481513974e-06	5.45176219502021e-05	603.439831064857	raw_counts / DESeq2 median-of-ratios	5.472	52.624	314.921	2505.602	314.921	2505.602
MM_RS07540	2.38655921360544	0.514081101652531	3.44420657736131e-06	5.61145731990848e-05	92.0225494801661	raw_counts / DESeq2 median-of-ratios	1.487	12.794	86.78	584.861	86.78	584.861
MM_RS09125	-1.99986670354747	0.431041116506277	3.49051510009871e-06	5.6602061764042e-05	485.3701428967	raw_counts / DESeq2 median-of-ratios	83.085	33.846	4817.511	1504.321	4817.511	1504.321
MM_RS01470	2.20752168308999	0.476630202720209	3.62993255818243e-06	5.85877899811313e-05	198.066695023129	raw_counts / DESeq2 median-of-ratios	1.931	15.126	113.325	662.866	113.325	662.866
MM_RS05035	-2.09180380050018	0.452265103452116	3.74288042573743e-06	6.0129809258126e-05	1463.52924139533	raw_counts / DESeq2 median-of-ratios	9.764	4.039	580.866	176.609	580.866	176.609
MM_RS02295	-2.09818788420894	0.455962265741475	4.19116852613881e-06	6.70198893022381e-05	739.013764210577	raw_counts / DESeq2 median-of-ratios	2.698	1.115	161.75	51.188	161.75	51.188
MM_RS02385	2.09593699611109	0.456653486639188	4.43722937992302e-06	7.0627604968913e-05	1585.89313627873	raw_counts / DESeq2 median-of-ratios	2.958	20.173	170.154	885.796	170.154	885.796
MM_RS18340	-2.45363380761447	0.535328355794709	4.57435558351677e-06	7.24762577314996e-05	276.663478459822	raw_counts / DESeq2 median-of-ratios	1.831	0.555	106.053	23.743	106.053	23.743
MM_RS02725	-2.12957253442063	0.464994729674845	4.65470196899873e-06	7.34125141594595e-05	1037.16760340526	raw_counts / DESeq2 median-of-ratios	9.415	3.9	565.841	171.26	565.841	171.26
MM_RS12875	-2.44172774635956	0.533436969103653	4.70903069452853e-06	7.3931781904098e-05	151.495436122448	raw_counts / DESeq2 median-of-ratios	5.588	1.92	340.785	86.31	340.785	86.31
MM_RS00695	2.26952222758729	0.496681154716153	4.89181871851084e-06	7.6454035537269e-05	181.306917645553	raw_counts / DESeq2 median-of-ratios	0.521	4.293	30.627	186.969	30.627	186.969
MM_RS16535	-1.89244623760194	0.414734326997362	5.0419991780969e-06	7.84462394646247e-05	822.545650363856	raw_counts / DESeq2 median-of-ratios	3.195	1.485	189.428	67.215	189.428	67.215
MM_RS12585	-3.3766996074258	0.74195103042765	5.33640303215453e-06	8.26544218522948e-05	1171.81529278916	raw_counts / DESeq2 median-of-ratios	9.146	1.981	597.845	87.809	597.845	87.809
MM_RS01820	1.86507777562132	0.410045264247997	5.40378502417926e-06	8.33244351496213e-05	890.622885303593	raw_counts / DESeq2 median-of-ratios	6.954	41.41	404.415	1870.394	404.415	1870.394
MM_RS05005	2.23973988977058	0.492885484973509	5.51603921428005e-06	8.46773308716591e-05	135.685411793983	raw_counts / DESeq2 median-of-ratios	1.297	9.727	74.4	436.207	74.4	436.207
MM_RS16100	1.94936156844345	0.429643330640725	5.70161982163204e-06	8.67550434533792e-05	517.456755987156	raw_counts / DESeq2 median-of-ratios	0.869	5.814	51.65	264.402	51.65	264.402
MM_RS06990	-1.84790188926717	0.407199541114281	5.67701825216383e-06	8.67550434533792e-05	655.669868252105	raw_counts / DESeq2 median-of-ratios	2.559	1.187	149.903	53.41	149.903	53.41
MM_RS03275	-2.46208769967335	0.544126126683223	6.04390936416237e-06	9.15599251921791e-05	2976.66048168732	raw_counts / DESeq2 median-of-ratios	19.015	6.729	1173.268	293.964	1173.268	293.964
MM_RS09070	-2.24047868001681	0.495338852784632	6.09337344727038e-06	9.19061654448554e-05	656.896247377945	raw_counts / DESeq2 median-of-ratios	2.421	0.958	147.251	42.218	147.251	42.218
MM_RS09580	2.05777004771728	0.455914697757976	6.37670702360578e-06	9.53469526386769e-05	301.861100545029	raw_counts / DESeq2 median-of-ratios	0.452	3.124	26.33	137.3	26.33	137.3
MM_RS11485	1.93909120130381	0.429553212600825	6.35547599993704e-06	9.53469526386769e-05	691.739830665219	raw_counts / DESeq2 median-of-ratios	1.492	9.203	86.163	410.266	86.163	410.266
MM_RS00850	-3.27005572722091	0.726475710955634	6.75519571162019e-06	0.000100570887879035	37.6163825017454	raw_counts / DESeq2 median-of-ratios	9.875	1.727	596.539	81.827	596.539	81.827
MM_RS08180	2.347189390506	0.521817479105279	6.85620965199328e-06	0.000101636687287488	134.347140919113	raw_counts / DESeq2 median-of-ratios	0.473	3.934	27.338	171.436	27.338	171.436
MM_RS07855	2.35478541591732	0.523887091696543	6.96243002368119e-06	0.000102770227785448	215.126137324997	raw_counts / DESeq2 median-of-ratios	0.359	3.452	21.974	153.625	21.974	153.625
MM_RS04070	-2.96937627804979	0.661797971655439	7.22900519897777e-06	0.000106250995562848	1569.25949530217	raw_counts / DESeq2 median-of-ratios	17.818	4.854	1138.021	212.148	1138.021	212.148
MM_RS06985	-1.88401386601253	0.422031442371539	8.03852762405015e-06	0.000117648620396056	837.219262970265	raw_counts / DESeq2 median-of-ratios	4.653	2.126	272.847	93.906	272.847	93.906
MM_RS07045	-2.02677960218064	0.454146745290878	8.08843207813115e-06	0.000117879512227278	1335.35299549435	raw_counts / DESeq2 median-of-ratios	132.281	59.241	7993.307	2658.164	7993.307	2658.164
MM_RS08535	-2.93987169146436	0.659155448901199	8.19373839344254e-06	0.000118912489121641	17307.2404960531	raw_counts / DESeq2 median-of-ratios	150.307	41.749	9594.876	1818.971	9594.876	1818.971
MM_RS05710	2.5320056182262	0.567911815739167	8.25550019633508e-06	0.000119307521665864	155.072560833568	raw_counts / DESeq2 median-of-ratios	0.878	7.951	50.499	375.118	50.499	375.118
MM_RS11780	-3.11530119580681	0.699197978957825	8.36841694875197e-06	0.000120248589029061	1736.47229601885	raw_counts / DESeq2 median-of-ratios	170.986	26.88	9383.158	1202.2	9383.158	1202.2
MM_RS15840	-2.17258007432674	0.487674888845252	8.39024607875032e-06	0.000120248589029061	638.478885544131	raw_counts / DESeq2 median-of-ratios	3.336	1.256	195.43	54.177	195.43	54.177
