gene_id	log2FC_RNA	lfcSE_RNA	pvalue_RNA	padj_RNA	baseMean_counts_RNA	log2FC_basis_RNA	TPM_RNA_NitrogenPlus	TPM_RNA_NitrogenMinus	RPKM_RNA_NitrogenPlus	RPKM_RNA_NitrogenMinus	FPKM_RNA_NitrogenPlus	FPKM_RNA_NitrogenMinus
MM_RS09255	-0.532540735745729	1.05642316504217	0.614192558135427	NA	12.9763899754522	raw_counts / DESeq2 median-of-ratios	0.677	0.369	143.219	82.869	143.219	82.869
MM_RS10110	0.530892715049335	1.19924286709525	0.657990042766912	NA	7.04814195413387	raw_counts / DESeq2 median-of-ratios	0.016	0.019	3.324	4.234	3.324	4.234
MM_RS13850	0.530015857815584	0.959058690811692	0.580508758546931	NA	16.3704947073078	raw_counts / DESeq2 median-of-ratios	0.632	0.824	137.13	175.812	137.13	175.812
MM_RS16830	0.527626675411348	1.0532804610911	0.616415781671099	NA	11.0352387651044	raw_counts / DESeq2 median-of-ratios	0.04	0.046	8.616	10.087	8.616	10.087
MM_RS00765	0.527332894668036	1.11389639441459	0.635918646000645	NA	8.11096507673333	raw_counts / DESeq2 median-of-ratios	0.074	0.103	15.548	21.791	15.548	21.791
MM_RS16080	-0.522785458500136	0.706032671126645	0.459023924775717	NA	28.3771855818616	raw_counts / DESeq2 median-of-ratios	0.049	0.029	10.414	6.395	10.414	6.395
MM_RS13410	0.520742384842682	1.54644986629559	0.736317364295372	NA	3.70399765191925	raw_counts / DESeq2 median-of-ratios	0.021	0.028	4.499	5.923	4.499	5.923
MM_RS14135	0.519339141909706	4.59988769791471	0.910107798950202	NA	6.26755890431871	raw_counts / DESeq2 median-of-ratios	0.033	0.052	7.251	10.565	7.251	10.565
MM_RS19580	-0.518112363240435	0.741446245158289	0.484685688526464	NA	22.3085470483632	raw_counts / DESeq2 median-of-ratios	1.281	0.866	272.986	182.562	272.986	182.562
MM_RS09200	0.516628642157176	1.20623681270602	0.668434278802925	NA	7.36872941093995	raw_counts / DESeq2 median-of-ratios	0.093	0.118	20.15	25.47	20.15	25.47
MM_RS05505	-0.515839385723825	0.70494946958369	0.46432757064637	NA	26.5908698025302	raw_counts / DESeq2 median-of-ratios	0.116	0.076	24.473	16.178	24.473	16.178
MM_RS11560	0.514784364537196	1.40194038999254	0.713474173548679	NA	6.39985665994666	raw_counts / DESeq2 median-of-ratios	0.065	0.102	13.995	20.937	13.995	20.937
MM_RS10135	0.510318902184383	0.902974203576273	0.5719694591545	NA	16.9424959391429	raw_counts / DESeq2 median-of-ratios	0.024	0.029	5.169	6.361	5.169	6.361
MM_RS16360	0.50949642354123	1.65956872062864	0.75883932406073	NA	3.40014712162761	raw_counts / DESeq2 median-of-ratios	0.037	0.047	7.755	10.263	7.755	10.263
MM_RS10600	0.509082094780931	0.846052548436365	0.547364189618088	NA	20.2045532652729	raw_counts / DESeq2 median-of-ratios	0.08	0.098	17.253	21.167	17.253	21.167
MM_RS01740	-0.508866487217621	0.705923499551584	0.471000472714234	NA	24.4812595885093	raw_counts / DESeq2 median-of-ratios	0.03	0.019	6.43	4.151	6.43	4.151
MM_RS01085	-0.507192705415623	0.789545801018127	0.520622968583079	NA	19.166660693716	raw_counts / DESeq2 median-of-ratios	0.057	0.037	12.212	7.846	12.212	7.846
MM_RS12815	0.504405494302101	0.72587526538528	0.487122486324672	NA	22.0113896488095	raw_counts / DESeq2 median-of-ratios	0.027	0.035	5.717	7.49	5.717	7.49
MM_RS13450	-0.503594715568298	0.731455309112883	0.491148525791153	NA	28.9130762792571	raw_counts / DESeq2 median-of-ratios	1.421	0.947	298.246	202.409	298.246	202.409
MM_RS17025	-0.503385976406259	1.0055726096151	0.616655232897441	NA	10.1127401227262	raw_counts / DESeq2 median-of-ratios	0.054	0.036	11.464	7.658	11.464	7.658
MM_RS18505	-0.502436938831247	1.44651884127481	0.728334301713368	NA	5.40407556723518	raw_counts / DESeq2 median-of-ratios	0.164	0.125	34.412	25.743	34.412	25.743
MM_RS15470	0.500183293071654	0.975948314930593	0.608294107528542	NA	11.8109482839267	raw_counts / DESeq2 median-of-ratios	0.024	0.032	5.232	6.799	5.232	6.799
MM_RS11615	0.499662051366151	1.39290304336886	0.719804633968433	NA	5.3740625806636	raw_counts / DESeq2 median-of-ratios	0.032	0.038	6.857	8.303	6.857	8.303
MM_RS18540	-0.498451260467067	0.800419945951322	0.533457245498956	NA	20.1734918707653	raw_counts / DESeq2 median-of-ratios	1.896	1.249	398.89	267.795	398.89	267.795
MM_RS11270	-0.498228845685707	0.706051366023391	0.480402563032095	NA	26.7267118745828	raw_counts / DESeq2 median-of-ratios	0.053	0.033	11.134	7.123	11.134	7.123
MM_RS13070	0.497196196030847	0.665598970439314	0.455069215246683	NA	30.6145058308754	raw_counts / DESeq2 median-of-ratios	0.189	0.251	39.846	53.442	39.846	53.442
MM_RS08480	-0.495035807816787	1.39449774042999	0.722595441640936	NA	5.72821821432879	raw_counts / DESeq2 median-of-ratios	0.026	0.017	5.521	3.621	5.521	3.621
MM_RS00365	-0.492190983491676	0.716854359952012	0.492335901287952	NA	27.3683569164962	raw_counts / DESeq2 median-of-ratios	0.109	0.075	23.054	15.88	23.054	15.88
MM_RS00055	0.491972594870745	1.06272264509076	0.643410225696678	NA	9.19184346655261	raw_counts / DESeq2 median-of-ratios	0.063	0.078	13.209	16.993	13.209	16.993
MM_RS11235	-0.491403618098192	1.83840832095703	0.789239412146984	NA	4.74213840851985	raw_counts / DESeq2 median-of-ratios	0.095	0.07	20.896	14.898	20.896	14.898
MM_RS00525	-0.487557819320861	0.890445414692156	0.584005223756043	NA	14.4267591347783	raw_counts / DESeq2 median-of-ratios	0.118	0.083	25.001	17.429	25.001	17.429
MM_RS03885	-0.486848541450147	1.46283623482232	0.739276669846707	NA	4.29326764081175	raw_counts / DESeq2 median-of-ratios	0.043	0.029	9.105	6.055	9.105	6.055
MM_RS03245	0.486447803693342	0.713423519149881	0.495333824558783	NA	26.5854470229858	raw_counts / DESeq2 median-of-ratios	0.094	0.116	20.005	25.157	20.005	25.157
MM_RS17145	-0.485859186620007	0.953926854628725	0.610524149660366	NA	11.5066472082009	raw_counts / DESeq2 median-of-ratios	0.057	0.039	12.015	8.229	12.015	8.229
MM_RS19320	0.483746022918585	1.3841962700239	0.726730550031485	NA	6.47437400101786	raw_counts / DESeq2 median-of-ratios	0.023	0.036	4.96	7.418	4.96	7.418
MM_RS14345	-0.481068687244418	0.819716555966431	0.55728968221781	NA	20.9880080280477	raw_counts / DESeq2 median-of-ratios	0.057	0.037	11.851	8.054	11.851	8.054
MM_RS16905	-0.48020055101893	0.716119849527488	0.502501561455106	NA	30.4087123906609	raw_counts / DESeq2 median-of-ratios	0.026	0.018	5.603	3.748	5.603	3.748
MM_RS08580	-0.478148333637917	1.25347686898357	0.702863694467803	NA	6.72524290678247	raw_counts / DESeq2 median-of-ratios	0.01	0.007	2.039	1.444	2.039	1.444
MM_RS02605	0.475225794145238	0.914177152750276	0.603175140752843	NA	18.4573451879094	raw_counts / DESeq2 median-of-ratios	1.002	1.495	211.286	309.126	211.286	309.126
MM_RS17200	0.472561488028732	1.01350464576291	0.641026008604193	NA	11.2574724476126	raw_counts / DESeq2 median-of-ratios	0.071	0.099	15.268	20.698	15.268	20.698
MM_RS13515	0.472478953410823	0.712529678327226	0.507266039958396	NA	27.3991040940012	raw_counts / DESeq2 median-of-ratios	0.032	0.044	6.664	9.158	6.664	9.158
MM_RS09790	-0.471633578538045	0.886123205583364	0.59455715356285	NA	13.8248392402019	raw_counts / DESeq2 median-of-ratios	0.061	0.043	12.991	9.01	12.991	9.01
MM_RS16240	-0.470028857794388	0.688138457680873	0.494579027646827	NA	26.5613995203644	raw_counts / DESeq2 median-of-ratios	0.052	0.035	10.974	7.457	10.974	7.457
MM_RS04870	0.469508059548911	0.81352990060512	0.563855336280295	NA	16.7263444861494	raw_counts / DESeq2 median-of-ratios	0.054	0.068	11.599	14.644	11.599	14.644
MM_RS00070	0.468873434730669	0.927384186237663	0.613146574632857	NA	16.8626566865033	raw_counts / DESeq2 median-of-ratios	0.056	0.071	11.731	15.358	11.731	15.358
MM_RS13600	0.468393942758021	0.987395994491069	0.635233984711074	NA	11.238498671516	raw_counts / DESeq2 median-of-ratios	0.175	0.223	37.733	47.587	37.733	47.587
MM_RS02235	0.467602484260609	0.885075537046352	0.597277741348793	NA	17.0279581668589	raw_counts / DESeq2 median-of-ratios	0.041	0.048	8.778	10.502	8.778	10.502
MM_RS11900	0.464595477614777	0.74995640095663	0.535589228504434	NA	22.2512193440991	raw_counts / DESeq2 median-of-ratios	0.04	0.048	8.477	10.407	8.477	10.407
MM_RS06685	-0.461144077526831	0.689456499202349	0.503590151915726	NA	27.9702659372098	raw_counts / DESeq2 median-of-ratios	0.034	0.024	7.261	5.108	7.261	5.108
MM_RS16600	-0.460219022841804	0.802970017789127	0.566545869561545	NA	17.9916011652553	raw_counts / DESeq2 median-of-ratios	0.136	0.094	28.83	19.971	28.83	19.971
MM_RS15150	0.460112548135871	1.03939046892992	0.658000568612048	NA	27.1610628677182	raw_counts / DESeq2 median-of-ratios	0.31	0.439	63.937	92.726	63.937	92.726
MM_RS14265	-0.459202535644347	0.740689778753978	0.535280121666715	NA	22.1376117190685	raw_counts / DESeq2 median-of-ratios	0.038	0.025	8.026	5.395	8.026	5.395
MM_RS16770	-0.458996418555626	0.875055255498099	0.599907031019742	NA	14.7306096650699	raw_counts / DESeq2 median-of-ratios	0.055	0.039	11.608	8.231	11.608	8.231
MM_RS02620	0.457187372344954	0.907560621015617	0.614434194987457	NA	15.8527404474676	raw_counts / DESeq2 median-of-ratios	0.05	0.071	10.537	14.778	10.537	14.778
MM_RS00240	0.455801908023809	0.791886017514074	0.564892141037075	NA	20.8796721602151	raw_counts / DESeq2 median-of-ratios	0.047	0.062	10.101	13.077	10.101	13.077
MM_RS02225	-0.454247749311444	0.80353329747432	0.571860946928976	NA	18.3266886989937	raw_counts / DESeq2 median-of-ratios	0.028	0.019	5.901	3.981	5.901	3.981
MM_RS18545	-0.452613120886741	1.79883722600974	0.801339225234729	NA	3.2944653532143	raw_counts / DESeq2 median-of-ratios	0.279	0.199	60.669	41.456	60.669	41.456
MM_RS02680	0.451568789913505	0.782876637580174	0.564069784029109	NA	18.5269295753779	raw_counts / DESeq2 median-of-ratios	0.032	0.04	6.844	8.552	6.844	8.552
MM_RS16845	0.45155392230173	2.14309351761584	0.833119875058942	NA	2.71391427524722	raw_counts / DESeq2 median-of-ratios	0.01	0.012	2.179	2.716	2.179	2.716
MM_RS16350	0.45091904084298	0.881944337023313	0.609156166311092	NA	23.4414072687238	raw_counts / DESeq2 median-of-ratios	0.513	0.541	109.41	121.015	109.41	121.015
MM_RS17045	-0.447742406631128	0.694374360158779	0.51904763682545	NA	27.3723604873593	raw_counts / DESeq2 median-of-ratios	0.082	0.059	17.365	12.401	17.365	12.401
MM_RS10115	0.443433383037107	1.00916241764244	0.660366402186633	NA	10.7242887281005	raw_counts / DESeq2 median-of-ratios	0.008	0.011	1.766	2.393	1.766	2.393
MM_RS15290	0.442489625063787	1.22648452911826	0.718264806961404	NA	9.58339307414234	raw_counts / DESeq2 median-of-ratios	0.014	0.019	2.972	3.959	2.972	3.959
MM_RS17430	-0.440654321807981	1.08100154491287	0.683541489973259	NA	9.77540486554283	raw_counts / DESeq2 median-of-ratios	0.018	0.012	3.956	2.633	3.956	2.633
MM_RS04350	0.44036656970251	0.786204410283526	0.575399536676877	NA	18.6782011071025	raw_counts / DESeq2 median-of-ratios	0.198	0.257	41.81	54.498	41.81	54.498
MM_RS12150	0.437658216694668	1.79553058219271	0.807425465808031	NA	4.78132085145099	raw_counts / DESeq2 median-of-ratios	0.023	0.031	5.055	6.361	5.055	6.361
MM_RS03125	-0.437425922441813	0.800491461905975	0.584758912247333	NA	27.0829991601371	raw_counts / DESeq2 median-of-ratios	1.471	1.057	317.398	221.526	317.398	221.526
MM_RS18590	0.434057329508163	0.784164410772845	0.579901588586118	NA	20.3257370694627	raw_counts / DESeq2 median-of-ratios	1.016	1.289	218.078	273.334	218.078	273.334
MM_RS14545	0.434000649272931	0.634730736669651	0.4941295539089	NA	31.4504633808718	raw_counts / DESeq2 median-of-ratios	0.025	0.031	5.274	6.649	5.274	6.649
MM_RS07175	-0.433650230393639	0.810486424804794	0.592615736348834	NA	19.8974813445634	raw_counts / DESeq2 median-of-ratios	0.086	0.054	18.322	11.772	18.322	11.772
MM_RS17250	-0.429031575331613	0.858032732544825	0.617062596439384	NA	31.545123471592	raw_counts / DESeq2 median-of-ratios	0.047	0.031	10.254	6.655	10.254	6.655
MM_RS04875	-0.427099585599046	1.12164725555013	0.703367332178438	NA	10.4003129809418	raw_counts / DESeq2 median-of-ratios	0.012	0.01	2.525	1.98	2.525	1.98
MM_RS16565	0.4266085350112	0.822507314531836	0.603992016577062	NA	19.8358336875751	raw_counts / DESeq2 median-of-ratios	0.026	0.034	5.551	7.287	5.551	7.287
MM_RS08045	0.426241092625033	0.874676173786361	0.626036518381006	NA	16.2248570245224	raw_counts / DESeq2 median-of-ratios	0.238	0.309	51.157	64.94	51.157	64.94
MM_RS00110	0.425155334628492	0.955265884429646	0.656272838977263	NA	11.0836828233668	raw_counts / DESeq2 median-of-ratios	0.018	0.023	3.888	4.848	3.888	4.848
MM_RS09640	0.4225253051208	0.811997420885295	0.602817552377953	NA	21.7457174377462	raw_counts / DESeq2 median-of-ratios	0.099	0.12	21.354	25.581	21.354	25.581
MM_RS17810	-0.420105475703207	0.830738906673391	0.613066583192384	NA	16.1691045550117	raw_counts / DESeq2 median-of-ratios	0.037	0.024	7.786	5.268	7.786	5.268
MM_RS14535	-0.414953471182527	0.798664259561694	0.603370747534824	NA	17.6750172793124	raw_counts / DESeq2 median-of-ratios	0.086	0.062	18.286	13.096	18.286	13.096
MM_RS03010	-0.413732203539163	0.982919362259671	0.673812173740745	NA	14.9847086702566	raw_counts / DESeq2 median-of-ratios	0.1	0.078	20.854	16.231	20.854	16.231
MM_RS12520	0.413713872699323	0.715173731029014	0.56293993333888	NA	24.0447049266154	raw_counts / DESeq2 median-of-ratios	0.386	0.495	81.769	104.889	81.769	104.889
MM_RS10125	-0.412205987793584	0.735008896376549	0.57492182931604	NA	28.8396356379932	raw_counts / DESeq2 median-of-ratios	0.057	0.041	11.999	8.773	11.999	8.773
MM_RS11190	0.409929100950418	0.931122710801124	0.659754239588885	NA	16.4559786827494	raw_counts / DESeq2 median-of-ratios	0.019	0.023	3.919	4.963	3.919	4.963
MM_RS11490	-0.409691820424731	0.892785468809556	0.646311956342215	NA	13.9051377472799	raw_counts / DESeq2 median-of-ratios	0.03	0.022	6.514	4.644	6.514	4.644
MM_RS18910	-0.409079222711565	0.963287268604783	0.671077242349324	NA	13.5682726183978	raw_counts / DESeq2 median-of-ratios	1.268	0.989	267.392	205.615	267.392	205.615
MM_RS11585	0.408505479844694	1.06152568956474	0.700364383836109	NA	10.8548088885847	raw_counts / DESeq2 median-of-ratios	0.085	0.119	17.89	24.603	17.89	24.603
MM_RS02220	0.408395316936134	0.730227217636145	0.575976400140122	NA	28.8210928244637	raw_counts / DESeq2 median-of-ratios	0.053	0.061	11.487	13.23	11.487	13.23
MM_RS11705	0.40726045204298	0.735097231007528	0.579563404217896	NA	23.663640951232	raw_counts / DESeq2 median-of-ratios	0.184	0.212	39.241	46.141	39.241	46.141
MM_RS12090	-0.40568225733909	1.11976883374724	0.717134525072491	NA	8.85914880846842	raw_counts / DESeq2 median-of-ratios	0.22	0.163	46.142	34.416	46.142	34.416
MM_RS13815	-0.404702680813412	0.826423597361672	0.624343594038645	NA	16.7154808846135	raw_counts / DESeq2 median-of-ratios	0.047	0.035	9.998	7.32	9.998	7.32
MM_RS10985	0.404440595541513	0.809375211447444	0.617289984835604	NA	21.3104985345662	raw_counts / DESeq2 median-of-ratios	0.13	0.178	27.546	37.029	27.546	37.029
MM_RS11925	-0.403688315490482	1.06431014531102	0.704468254821491	NA	10.1243133286027	raw_counts / DESeq2 median-of-ratios	0.037	0.025	7.793	5.395	7.793	5.395
MM_RS14470	-0.402072703134004	0.785034744287196	0.608530737316421	NA	19.4865581290485	raw_counts / DESeq2 median-of-ratios	0.096	0.071	20.236	14.935	20.236	14.935
MM_RS19315	-0.400969798640427	0.96664842717731	0.67828526658027	NA	11.4396886282803	raw_counts / DESeq2 median-of-ratios	0.022	0.015	4.78	3.232	4.78	3.232
MM_RS14225	-0.398581022940873	1.31402157877121	0.761639048362085	NA	5.57740593704264	raw_counts / DESeq2 median-of-ratios	0.011	0.008	2.251	1.661	2.251	1.661
MM_RS13245	-0.397575213743841	0.809853384176656	0.623481292531565	NA	17.5485115635541	raw_counts / DESeq2 median-of-ratios	0.042	0.03	8.971	6.491	8.971	6.491
MM_RS14160	-0.393353769340263	1.48473316983277	0.79106161750976	NA	4.65312099051638	raw_counts / DESeq2 median-of-ratios	0.065	0.051	13.881	10.511	13.881	10.511
MM_RS04330	-0.392442559812277	0.725244504161152	0.588426533329492	NA	24.4118333919714	raw_counts / DESeq2 median-of-ratios	0.087	0.062	18.262	13.241	18.262	13.241
MM_RS09800	-0.392413942555198	1.01199514913021	0.698191672120876	NA	10.8955491482607	raw_counts / DESeq2 median-of-ratios	0.019	0.012	4.121	2.727	4.121	2.727
MM_RS09230	0.389513096559042	0.652304350333896	0.550417929095733	NA	31.1332620495598	raw_counts / DESeq2 median-of-ratios	0.093	0.116	19.816	24.544	19.816	24.544
MM_RS03980	0.38913347466735	1.11470468176708	0.727020923934857	NA	9.14679640764719	raw_counts / DESeq2 median-of-ratios	0.09	0.105	18.912	22.855	18.912	22.855
MM_RS12825	0.387515133163654	0.730854790971773	0.595958167176167	NA	26.7171273332448	raw_counts / DESeq2 median-of-ratios	0.195	0.229	40.952	49.51	40.952	49.51
MM_RS02935	0.38514201209905	0.824797019388015	0.640533010832387	NA	16.789288621344	raw_counts / DESeq2 median-of-ratios	0.033	0.04	6.962	8.435	6.962	8.435
MM_RS08190	-0.384417604937377	0.782794993209827	0.623367481520225	NA	19.2480467744642	raw_counts / DESeq2 median-of-ratios	0.164	0.116	34.62	24.863	34.62	24.863
MM_RS15345	-0.382557516591263	0.761954505743292	0.615615496086879	NA	21.150841891786	raw_counts / DESeq2 median-of-ratios	0.12	0.09	25.354	19.048	25.354	19.048
MM_RS08055	0.38180049407345	0.909783443293702	0.674733228250278	NA	19.3722343555315	raw_counts / DESeq2 median-of-ratios	0.055	0.058	11.579	12.813	11.579	12.813
MM_RS14560	0.380525121968406	0.976704616904219	0.696831592489494	NA	14.6812978115363	raw_counts / DESeq2 median-of-ratios	0.235	0.307	50.689	63.982	50.689	63.982
MM_RS09810	0.378967322157725	1.27588022801058	0.766448022641942	NA	6.37510171784321	raw_counts / DESeq2 median-of-ratios	0.008	0.011	1.75	2.236	1.75	2.236
MM_RS03050	0.375837567871817	0.848550402359662	0.657825626304995	NA	18.550607817674	raw_counts / DESeq2 median-of-ratios	0.031	0.037	6.611	7.823	6.611	7.823
MM_RS16725	0.375259434002798	0.784292948255706	0.632316822235992	NA	18.9717967722229	raw_counts / DESeq2 median-of-ratios	0.167	0.192	35.564	41.473	35.564	41.473
MM_RS13775	-0.375187506716568	0.673551222723174	0.577507673673299	NA	27.3354896349735	raw_counts / DESeq2 median-of-ratios	0.132	0.093	28.056	19.957	28.056	19.957
MM_RS07205	-0.375130411737413	1.30857536258427	0.774364359361004	NA	5.48615166945701	raw_counts / DESeq2 median-of-ratios	0.296	0.213	62.492	45.419	62.492	45.419
MM_RS01440	0.374516440871007	0.760343782813808	0.622322116243603	NA	21.3985974436929	raw_counts / DESeq2 median-of-ratios	0.113	0.128	24.059	27.672	24.059	27.672
MM_RS04925	0.373756854205396	0.863513521561901	0.66513634465675	NA	16.5635106224111	raw_counts / DESeq2 median-of-ratios	0.048	0.055	10.232	11.963	10.232	11.963
MM_RS11695	-0.373704623328655	0.759686806805798	0.622776374299958	NA	22.3807549637476	raw_counts / DESeq2 median-of-ratios	0.532	0.38	112.163	81.558	112.163	81.558
MM_RS08270	0.372970923029485	1.29416377118178	0.773197833754249	NA	5.65361742329018	raw_counts / DESeq2 median-of-ratios	0.037	0.045	7.905	9.696	7.905	9.696
MM_RS17440	-0.372420590084899	1.14926686878887	0.74589974467543	NA	8.78285387225346	raw_counts / DESeq2 median-of-ratios	0.032	0.026	6.802	5.395	6.802	5.395
MM_RS09165	0.366938574227514	1.01857667874609	0.718662884035027	NA	10.2258972023227	raw_counts / DESeq2 median-of-ratios	0.132	0.149	27.874	32.422	27.874	32.422
MM_RS11605	0.366779668257681	1.75187017212864	0.834163594091039	NA	3.50813831572768	raw_counts / DESeq2 median-of-ratios	0.014	0.018	2.957	3.723	2.957	3.723
MM_RS05700	-0.365875186918971	1.40324069271483	0.79429620005842	NA	5.86050509609392	raw_counts / DESeq2 median-of-ratios	0.055	0.039	12.054	8.334	12.054	8.334
MM_RS10295	0.365392387846547	1.1051811928248	0.740933326851536	NA	8.44027144446482	raw_counts / DESeq2 median-of-ratios	0.182	0.222	39.01	46.862	39.01	46.862
MM_RS07475	0.365241416828613	0.862838856566911	0.672074932599569	NA	26.7912448424874	raw_counts / DESeq2 median-of-ratios	0.071	0.1	14.885	20.595	14.885	20.595
MM_RS10695	0.36070256955673	0.803721016028552	0.653582601346129	NA	17.6800997148414	raw_counts / DESeq2 median-of-ratios	0.058	0.067	12.174	14.376	12.174	14.376
MM_RS08315	-0.357725255506603	0.792038517584674	0.651520180312199	NA	17.6473245922904	raw_counts / DESeq2 median-of-ratios	0.064	0.046	13.607	9.802	13.607	9.802
MM_RS07020	-0.356157999169528	0.712258130130151	0.617046473800988	NA	26.8143383757763	raw_counts / DESeq2 median-of-ratios	1.81	1.349	381.452	287.101	381.452	287.101
MM_RS15755	0.3555773575974	0.984781397711838	0.718045344126771	NA	22.8119266858398	raw_counts / DESeq2 median-of-ratios	0.022	0.029	4.85	5.928	4.85	5.928
MM_RS01730	-0.354469434988951	1.09444835510819	0.746029230920102	NA	8.52359114642885	raw_counts / DESeq2 median-of-ratios	0.021	0.014	4.427	3.085	4.427	3.085
MM_RS18310	0.354269047544249	1.2383708216892	0.774819370952872	NA	8.7793734229291	raw_counts / DESeq2 median-of-ratios	0.878	1.054	191.119	222.334	191.119	222.334
MM_RS01875	0.349108260510366	0.8401956733032	0.677769853787565	NA	20.8221333865564	raw_counts / DESeq2 median-of-ratios	0.187	0.204	40.411	44.193	40.411	44.193
MM_RS16030	-0.348517236503457	0.804781868597083	0.664972625083285	NA	17.5895441777336	raw_counts / DESeq2 median-of-ratios	0.256	0.188	54.676	39.898	54.676	39.898
MM_RS19325	0.348059691682941	1.51273615066709	0.818024798749919	NA	3.88828378223428	raw_counts / DESeq2 median-of-ratios	0.082	0.095	17.546	20.348	17.546	20.348
MM_RS04590	0.346135775330139	0.696737780746259	0.619333692823653	NA	25.5871874397941	raw_counts / DESeq2 median-of-ratios	0.064	0.075	13.587	16.082	13.587	16.082
MM_RS15575	0.345276758094499	1.17174287357327	0.768246448472083	NA	7.41493661962015	raw_counts / DESeq2 median-of-ratios	0.021	0.025	4.507	5.225	4.507	5.225
MM_RS03835	0.345198984795273	1.19336624268025	0.772378658915553	NA	8.59332057133314	raw_counts / DESeq2 median-of-ratios	0.113	0.143	23.565	30.172	23.565	30.172
MM_RS01365	-0.344776120253177	1.20756789777817	0.775251281236765	NA	7.31442944570755	raw_counts / DESeq2 median-of-ratios	0.029	0.024	6.248	4.975	6.248	4.975
MM_RS02115	-0.344178473597959	0.665009492313738	0.604769325160098	NA	31.474558873005	raw_counts / DESeq2 median-of-ratios	0.053	0.037	11.155	7.942	11.155	7.942
MM_RS10050	0.343575425835035	0.920934058713303	0.709094279911826	NA	16.0095755316587	raw_counts / DESeq2 median-of-ratios	0.055	0.058	11.512	12.758	11.512	12.758
MM_RS00985	-0.343097917860034	1.36353464004056	0.801331775450164	NA	6.88229560451388	raw_counts / DESeq2 median-of-ratios	0.037	0.032	7.716	6.602	7.716	6.602
MM_RS05110	0.339883050306846	0.776144084536846	0.661449850387485	NA	20.3326892591072	raw_counts / DESeq2 median-of-ratios	0.105	0.125	22.211	26.781	22.211	26.781
MM_RS01545	0.339454064560331	1.68339658924405	0.84019168091086	NA	3.52665283738588	raw_counts / DESeq2 median-of-ratios	0.032	0.038	6.981	8.095	6.981	8.095
MM_RS15960	-0.337721247590977	0.63769823509947	0.596393359048593	NA	31.454266756203	raw_counts / DESeq2 median-of-ratios	0.024	0.017	5.015	3.682	5.015	3.682
MM_RS18220	0.33724696577208	0.815809974990974	0.679321546339187	NA	16.764992933679	raw_counts / DESeq2 median-of-ratios	1.605	1.954	340.142	413.422	340.142	413.422
MM_RS00595	0.336827625883174	1.42603344663667	0.813278281667613	NA	4.94887005525158	raw_counts / DESeq2 median-of-ratios	0.123	0.146	26.688	30.904	26.688	30.904
MM_RS15875	-0.334692789706029	0.704736527668593	0.634844685356203	NA	26.4337227809685	raw_counts / DESeq2 median-of-ratios	0.027	0.02	5.764	4.216	5.764	4.216
MM_RS18465	0.333976382038741	1.06489249014498	0.753806244239846	NA	14.5039529970029	raw_counts / DESeq2 median-of-ratios	0.017	0.022	3.672	4.5	3.672	4.5
MM_RS06375	0.333433024441563	0.89084130096009	0.708188542831306	NA	18.4292658225536	raw_counts / DESeq2 median-of-ratios	0.045	0.054	9.742	11.437	9.742	11.437
MM_RS07495	-0.332390916471578	0.694328643452039	0.632135880241787	NA	27.7046793409725	raw_counts / DESeq2 median-of-ratios	0.192	0.134	40.845	28.988	40.845	28.988
MM_RS08260	-0.33119566437735	0.818925381100225	0.685898632818929	NA	16.9934163230269	raw_counts / DESeq2 median-of-ratios	0.055	0.039	11.588	8.412	11.588	8.412
MM_RS14085	-0.328924411003721	0.673890335269698	0.625480547323768	NA	29.4544253314259	raw_counts / DESeq2 median-of-ratios	0.094	0.067	20.005	14.349	20.005	14.349
MM_RS08565	0.3289029421086	0.947436318708854	0.728478295598622	NA	19.0048222446762	raw_counts / DESeq2 median-of-ratios	0.046	0.047	9.58	10.423	9.58	10.423
MM_RS13625	-0.328099740270048	1.04989067839605	0.7546541193016	NA	8.95796183720468	raw_counts / DESeq2 median-of-ratios	0.181	0.134	38.547	28.647	38.547	28.647
MM_RS03880	0.327455588555316	0.850417842510023	0.70019845628212	NA	14.6398059429184	raw_counts / DESeq2 median-of-ratios	0.026	0.03	5.512	6.474	5.512	6.474
MM_RS15415	0.325991606380952	0.736764037239133	0.658153432846349	NA	27.176494607022	raw_counts / DESeq2 median-of-ratios	0.033	0.035	6.968	7.729	6.968	7.729
MM_RS15145	0.325109139585207	0.660291917620039	0.622456509978969	NA	30.0006369259515	raw_counts / DESeq2 median-of-ratios	0.046	0.052	9.74	11.119	9.74	11.119
MM_RS16235	0.324939601194251	0.748477175617058	0.664190932195443	NA	24.2901575969813	raw_counts / DESeq2 median-of-ratios	0.169	0.213	35.977	44.459	35.977	44.459
MM_RS06535	0.323172878103799	0.765358447204434	0.672842288386461	NA	22.9288167295215	raw_counts / DESeq2 median-of-ratios	0.089	0.1	18.846	21.631	18.846	21.631
MM_RS14910	0.323139349888819	0.701520066478909	0.645065964681392	NA	24.3289642354415	raw_counts / DESeq2 median-of-ratios	0.039	0.047	8.335	9.936	8.335	9.936
MM_RS06465	-0.321760592420324	0.770101769216057	0.676081887587487	NA	19.6489327383483	raw_counts / DESeq2 median-of-ratios	0.041	0.031	8.85	6.611	8.85	6.611
MM_RS09665	0.319287671984504	1.63787789600659	0.84544003651517	NA	3.90502070874871	raw_counts / DESeq2 median-of-ratios	0.009	0.011	1.952	2.252	1.952	2.252
