gene_id	gene_name	Ribo_NitrogenMinus_rep1	Ribo_NitrogenMinus_rep2	Ribo_NitrogenPlus_rep1	Ribo_NitrogenPlus_rep2	RNA_NitrogenMinus_rep1	RNA_NitrogenMinus_rep2	RNA_NitrogenPlus_rep1	RNA_NitrogenPlus_rep2
MM_RS13640	MM_RS13640	166	407.299	139	155	105	185	126	70
MM_RS13645	MM_RS13645	253	390.108	359	253	76	142	80	64
MM_RS13650	MM_RS13650	152	284	309	141	28	51	36	32
MM_RS13655	MM_RS13655	110.519	162.012	154	48	15	34	24	24
MM_RS13660	MM_RS13660	202	413.055	241	90	73	118	59	107
MM_RS13665	MM_RS13665	317.152	531.99	180	84	71	168	48	149
MM_RS13670	MM_RS13670	20	49	57	42	6	17	18	33
MM_RS13675	MM_RS13675	15	34	48	35	17.27	34.95	29	45
MM_RS13685	MM_RS13685	127.66	346.979	178.003	71	22	49	38	41
MM_RS13690	MM_RS13690	92	208	199	91	27	39	21	36
MM_RS13695	MM_RS13695	218.405	383	452	244	115	179	89	216
MM_RS13700	MM_RS13700	686.769	1238.033	1546.151	562	166.007	202	357	413
MM_RS13705	MM_RS13705	37.374	263.93	0	137.13	25.944	38.005	39.447	181.702
MM_RS13710	MM_RS13710	96	322.618	414	168	14	23.469	29	42
MM_RS13715	MM_RS13715	400	965.472	1948	1557	38	191	162	157
MM_RS13720	MM_RS13720	105	270.989	92	56	87	161	49	92
MM_RS13725	MM_RS13725	1	4	3	2	0	1	8	1
MM_RS13730	MM_RS13730	336	908	532	380	51	112	82	69
MM_RS13735	MM_RS13735	98	160	1293	1192	16	51	215	190
MM_RS13740	MM_RS13740	94	269.951	305	83	16	63	34	50
MM_RS13745	MM_RS13745	10	114	191.001	24	6	10	29	9
MM_RS13755	MM_RS13755	664	970	911	1043	370.479	901.817	449.999	521.014
MM_RS13760	MM_RS13760	785	1763	4904	4460	115	597	344	498
MM_RS13765	MM_RS13765	119	254.012	68	35	376	483	79	350
MM_RS13775	MM_RS13775	51.447	188.654	158	50	16	28	31	40
MM_RS13780	MM_RS13780	559	616.198	489	110	46	98	71	81
MM_RS13785	MM_RS13785	207.054	350.768	90	59	79	155.007	103	67
MM_RS13790	MM_RS13790	24	112	29	23	10	18	18	16
MM_RS13795	MM_RS13795	98	217	44	46	13	37	16	22
MM_RS13800	MM_RS13800	330	376	151	140	68	125	38	85
MM_RS13805	MM_RS13805	69.934	214.891	92	85	44	73	51	55
MM_RS13810	MM_RS13810	38	95.875	57.182	51	14	23.975	18	23
MM_RS13815	MM_RS13815	17	55	42	22	7	22	20	24
MM_RS13820	MM_RS13820	19	27.967	46.112	34	3	5	6.066	24
MM_RS13825	MM_RS13825	21	32.014	36	23	2	18	11	21
MM_RS13830	MM_RS13830	28.016	33.208	82	50	10	23	21	51
MM_RS13835	MM_RS13835	33	66.231	165	101	14	35	52	91
MM_RS13840	MM_RS13840	960	1489.962	654	512	280	619	271	452
MM_RS13845	MM_RS13845	25	40	61	9	8	10	29	25
MM_RS13850	MM_RS13850	56	105	34	12	12	25	5	29
MM_RS13855	MM_RS13855	25	80	13	9	17	29	8	19
MM_RS13860	MM_RS13860	369.992	862.366	451.727	241	136	222	119	211
MM_RS13865	MM_RS13865	39	88.056	38	25	10	20	9	14
MM_RS13870	MM_RS13870	263.229	614.583	594	405	108	183	137	174
MM_RS13875	MM_RS13875	93	331.729	150.4	87	6	13	3	11
MM_RS13885	MM_RS13885	128.735	223.114	175	50	21	38	30	65
MM_RS13890	MM_RS13890	93	117	201	41	9	18	18	17
MM_RS13895	MM_RS13895	171	235	144	27	8	24	1	18
MM_RS13900	MM_RS13900	8.566	3.132	19	6	0	0	7	3
MM_RS13905	MM_RS13905	12.447	138.986	15.688	10.049	0	7.62	0	10.214
MM_RS13915	MM_RS13915	2.036	13.42	1.033	2	0	1.022	0	0
MM_RS13920	MM_RS13920	0	0	0	0	0	0	0	0
MM_RS13925	MM_RS13925	5	9.883	0	0	0	0	0	0
MM_RS13930	MM_RS13930	4	11	1	0	0	0	3	0
MM_RS13940	MM_RS13940	0	0	0	0	0	0	0	0
MM_RS13945	MM_RS13945	5	1	1	1	0	0	0	0
MM_RS13950	MM_RS13950	8.001	21.004	0	2	0	1	0	0
MM_RS13955	MM_RS13955	9.924	28	3	1	1	1	0	0
MM_RS13960	MM_RS13960	1.434	4.869	0	0	0	0	0	0
MM_RS13965	MM_RS13965	9.553	14.014	2.899	0	2	1.077	1	0
MM_RS13980	MM_RS13980	1	1	2.413	0	3	9.303	2	21.786
MM_RS13985	MM_RS13985	8.841	13.64	12.898	1	27	16	34	55.915
MM_RS13990	MM_RS13990	24.964	66.83	27.968	7	6	5.978	1	8
MM_RS14000	MM_RS14000	215.066	516.249	656.001	137	70	148	202	273
MM_RS14005	MM_RS14005	107	137.814	504.047	372	16	45	73	132
MM_RS14010	MM_RS14010	116	168.87	516	501	33	54	72	127
MM_RS14015	MM_RS14015	458.993	709.585	510	290	124	186	98	126
MM_RS14020	MM_RS14020	250	596.993	578	1047	23	95	48	74
MM_RS14025	MM_RS14025	94	170.739	117	58	11	17	32	19
MM_RS14030	MM_RS14030	97	320	176	169	16	45	29	33
MM_RS14035	MM_RS14035	336	840	483	215	107	160	106	91
MM_RS14040	MM_RS14040	326.577	764.634	757	361	117	206	95	141
MM_RS14045	MM_RS14045	151.726	377	266	146	52	84	100	140
MM_RS14050	MM_RS14050	98	231.995	360	203	12	31	28	61
MM_RS14055	MM_RS14055	218	336	1072	569	53	93	147	204
MM_RS14060	MM_RS14060	243.998	491.751	1332	525.181	92	208	322	490
MM_RS14065	MM_RS14065	321.034	864.123	625	499.008	78	151	109	103
MM_RS14070	MM_RS14070	276.084	733.962	359	288	75	212	83	114
MM_RS14075	MM_RS14075	95.134	177.743	186.268	114	22	68	49	80
MM_RS14080	MM_RS14080	163.079	367.999	173	98	30	54	32	40
MM_RS14085	MM_RS14085	56	104.384	158	32	18	30	26	52
MM_RS14090	MM_RS14090	642	906.213	1951	814	173	370	409	566
MM_RS14095	MM_RS14095	2555	4314	1065	636	168	464	138	149
MM_RS14100	MM_RS14100	170.933	282	111	74	13	16	32	10
MM_RS14105	MM_RS14105	569.762	1370.715	816	626.084	182	556.999	440	502.999
MM_RS14110	MM_RS14110	21	91	70	65	3	11	21	12
MM_RS14115	MM_RS14115	6.299	19.703	55.483	0	5	0	7	7.606
MM_RS14125	MM_RS14125	133	273.642	260.26	110	26	44.189	39	28
MM_RS14130	MM_RS14130	69.732	120	184.921	154	32.001	41	28	74
MM_RS14135	MM_RS14135	11.701	33.297	4.517	27	0	19	0	14.394
MM_RS14140	MM_RS14140	153	172	405	102	170	100	46	156
MM_RS14145	MM_RS14145	92	126	95	21	49	46	50	30
MM_RS14150	MM_RS14150	80	192.382	81	97	39	88	52	45
MM_RS14155	MM_RS14155	252.906	561.097	519.193	363	31	112	86	108
MM_RS14160	MM_RS14160	0	4	5	7	1	8	4	9
MM_RS14170	MM_RS14170	82	194.966	233	83	18	25	9	23
MM_RS14175	MM_RS14175	55.201	107.714	79	40	1	10	6	12
MM_RS14180	MM_RS14180	164.148	151	170	78	330	257	37	153
MM_RS14185	MM_RS14185	47.026	84	201	58	10	24	25	48
MM_RS14190	MM_RS14190	90	189	347	184	15	37	19	46
MM_RS14195	MM_RS14195	48.026	57.822	118	18	11	13	29	13.926
MM_RS14205	MM_RS14205	57.315	115.258	48	8	12	46	2	12
MM_RS14210	MM_RS14210	35	55	72	42	21	42	74	95
MM_RS14215	MM_RS14215	100.937	224.892	205.026	82	29	78	33	65
MM_RS14220	MM_RS14220	15.113	29.027	15	4	13	12	12	10
MM_RS14225	MM_RS14225	16	18	18	12	2	8	6	9
MM_RS14235	MM_RS14235	101.903	167.13	194.95	83.345	48.556	81.46	63	77
MM_RS14240	MM_RS14240	154.002	348.631	381	334	243	256.005	406	347
MM_RS14245	MM_RS14245	13	31	48	9	14	12	46	20
MM_RS14250	MM_RS14250	40.1	100.108	113	36	5	24	13	25
MM_RS14255	MM_RS14255	190.007	298.878	101.949	78	50	74	45	60
MM_RS14260	MM_RS14260	9	21	7	4	3	14	3	17
MM_RS14265	MM_RS14265	101	205.15	248	86	13	21	28	30
MM_RS14275	MM_RS14275	320.989	440.116	754.064	177	97	131	134	110
MM_RS14280	MM_RS14280	58.342	174.231	131	43	2	8	5	13
MM_RS14285	MM_RS14285	54.019	136.684	214.999	55	78	95	38	236
MM_RS14290	MM_RS14290	45	105.17	224	60	7	5	25	23
MM_RS14295	MM_RS14295	118.001	297.93	539	94	69	93	214	240
MM_RS14305	MM_RS14305	10	15	23	8	6	3	2	3
MM_RS14310	MM_RS14310	541.7	942.027	1547	395	358	543	469	605
MM_RS14315	MM_RS14315	78.979	123.556	198	33	44	46	63	55
MM_RS14320	MM_RS14320	13	14	15	4	2	7	0	1
MM_RS14325	MM_RS14325	219.397	321.992	565.96	233	20	54	41	50
MM_RS14330	MM_RS14330	41.972	155.759	95.221	24	7	12.356	13	9
MM_RS14335	MM_RS14335	24.897	25	48	10	4	11	3	9
MM_RS14340	MM_RS14340	28	32	47	8	9	18	8	3
MM_RS14345	MM_RS14345	106.645	235.04	325	184	12	20	33	20
MM_RS14350	MM_RS14350	13	27.534	55	13	2	0	1	0
MM_RS14355	MM_RS14355	176.491	205.999	129	30	40	78	34	23
MM_RS14360	MM_RS14360	461.35	702	127	70	102	163	24	46
MM_RS14365	MM_RS14365	56.001	84.5	24	19	13	43	11	23
MM_RS14370	MM_RS14370	19.959	52	23	16	23	40	41	23
MM_RS14375	MM_RS14375	118	380.429	787	770	7	48	34	82
MM_RS14385	MM_RS14385	625	937.153	372	238	1622	1110	457	1091
MM_RS14390	MM_RS14390	38	101	47	40	24	52	33	29
MM_RS14395	MM_RS14395	106	76	48	19	32	85	54	61
MM_RS14405	MM_RS14405	143	243	83	101	163	324	183	66
MM_RS14410	MM_RS14410	161	254.009	225	140	47	98	61	124
MM_RS14415	MM_RS14415	141	177.21	93	46.999	32	41	18	47
MM_RS14420	MM_RS14420	164	262.011	192	156	11	30	12	17
MM_RS14425	MM_RS14425	197	399.006	203	133	49	104	43	58
MM_RS14430	MM_RS14430	1219.85	2528.867	2964	3084.027	101	246	210	199
MM_RS14435	MM_RS14435	200	260.785	476	195	47	150	104	132
MM_RS14440	MM_RS14440	180	264	498	259	45	116	90	96
MM_RS14445	MM_RS14445	147	280	1730.985	894	14	42.842	50	185
MM_RS14450	MM_RS14450	247	335.09	458	200	216	497	440	590
MM_RS14455	MM_RS14455	32.995	113.937	77	65	14	31	16	39
MM_RS14460	MM_RS14460	153.769	211.052	927	250	36	77	145	151.978
MM_RS14465	MM_RS14465	473.983	862	2433	585	30	39	63	61
MM_RS14470	MM_RS14470	48	99	82	48	8	26	24	27
MM_RS14475	MM_RS14475	34	60.014	38	14	9	30	3	38
MM_RS14480	MM_RS14480	197.036	602.528	156	110	72	146	84.028	75
MM_RS14485	MM_RS14485	118	282.949	160	66.004	75	112	104	106
MM_RS14490	MM_RS14490	154.207	307	155	76	9	22	13	9
MM_RS14495	MM_RS14495	163.277	658.999	951	370	89	256	275	515
MM_RS14500	MM_RS14500	88	245	975.013	501	20	85	103	97
MM_RS14505	MM_RS14505	17	18	8.683	4	2	20	4	12
MM_RS14510	MM_RS14510	72.047	153.922	70.099	62	30	69	18	116
MM_RS14515	MM_RS14515	0	0	0	0	0	0	0	0
MM_RS14525	MM_RS14525	354.086	696	271	230	34	108	55	73
MM_RS14530	MM_RS14530	409.683	917.12	244	177	115	161	73	120
MM_RS14535	MM_RS14535	63	180.024	116.928	154	8	22	20	27
MM_RS14540	MM_RS14540	343.026	934	723	649	77	244	88	243
MM_RS14545	MM_RS14545	26	48.552	64.048	62.002	23	45.421	26	36
MM_RS14550	MM_RS14550	92.049	282.902	261.971	71	20.918	39	28	32
MM_RS14555	MM_RS14555	5	4	1	0	2	2	0	0
MM_RS14560	MM_RS14560	75	186	448	179	6	30	7	25
MM_RS14565	MM_RS14565	277.985	755.204	1156.647	359	52	150.008	91	138
MM_RS14570	MM_RS14570	496	867.999	703	462	64	152	59	68
MM_RS14575	MM_RS14575	30.899	44	73	23	7	19	17	48
MM_RS14580	MM_RS14580	65.073	224.103	70	39	15	113	29	51
MM_RS14585	MM_RS14585	81.559	264.879	194	76	16	35	11	15
MM_RS14590	MM_RS14590	476	1263.143	2058.013	1974	87	282	172	233
MM_RS14595	MM_RS14595	87.909	225.008	174.024	110	23	77	26	54
MM_RS14600	MM_RS14600	220	441.982	423.013	268	28	50	35	65
MM_RS14605	MM_RS14605	36	70	56	53	10	25	9	12
MM_RS14610	MM_RS14610	537	1177.955	561	573	117	213	98	137
MM_RS14615	MM_RS14615	49	68	507	174	9	44	209	65
MM_RS14620	MM_RS14620	382.688	753.644	974.02	750.002	57	97.13	787	144
MM_RS14625	MM_RS14625	117	218	235	358	45	67	289	77
MM_RS14630	MM_RS14630	744.608	2551.705	1258	1344.949	46	101	457	131
MM_RS14635	MM_RS14635	446	1008.959	567	1230	54	68	396	96
MM_RS14640	MM_RS14640	720.114	1933.979	1083	2879	80	142	346	161
MM_RS14645	MM_RS14645	1057	4499	316	454	292	592	571	224
MM_RS14650	MM_RS14650	83.476	307.984	121	115	39	175	74	109
MM_RS14655	MM_RS14655	15	17	10	8	13	27	12	35
MM_RS14665	MM_RS14665	6	21	11	15	9	42	17	31
MM_RS14675	MM_RS14675	684	1383.857	1763.994	1218	27	91	41	116
MM_RS14680	MM_RS14680	45.245	98.243	62.19	22	33	41	16	54
MM_RS14685	MM_RS14685	45.025	104.09	167	121	9	22.014	32	50
MM_RS14690	MM_RS14690	147	526	449	83	75	185	158	172
MM_RS14695	MM_RS14695	159	433	100	92	17	73	19	28
MM_RS14700	MM_RS14700	376.595	681.961	556	312	40	95	24	60
MM_RS14705	MM_RS14705	4346.634	6861.399	1850	819	226	502	245	288
MM_RS14715	MM_RS14715	1758.663	3622	4466	2728	411	803	802	856
MM_RS14720	MM_RS14720	91.99	84.334	0	0	0	0	28.592	153.47
MM_RS14730	MM_RS14730	142	266.184	195.001	87	124	224	146	205
MM_RS14735	MM_RS14735	72.002	135.483	150	73	33	66	59	78
MM_RS14740	MM_RS14740	42.998	139	166	35	15	46	33	38
MM_RS14745	MM_RS14745	36	76	72	31	3	8	2	5
MM_RS14750	MM_RS14750	197.047	324.042	274	81	37	100	96	146
MM_RS14755	MM_RS14755	22	28	63	29	6	9	53	20
MM_RS14760	MM_RS14760	167.006	605.336	475	156	42	150	69	206
MM_RS14765	MM_RS14765	137	256.324	166	52	33	52	40	39
MM_RS14770	MM_RS14770	60.024	224.081	207	70.001	13	25	16	37
MM_RS14775	MM_RS14775	147	236.24	130	53	7	8	9	7
MM_RS14780	MM_RS14780	120	312	409.002	321.077	9	35	22	21
MM_RS14785	MM_RS14785	54	103	246	59	14	30	26	66
MM_RS14790	MM_RS14790	347.05	510.219	262	106	220	400	126	147
MM_RS14795	MM_RS14795	23	108	152	23	15	18	9	11
MM_RS14800	MM_RS14800	50	201.275	827	83	24	62	45	77
MM_RS14805	MM_RS14805	72.913	259	61	53	12	65	5	13
MM_RS14810	MM_RS14810	60.004	208	37	13	12	45	3	7
MM_RS14815	MM_RS14815	136	311	430	112	52	105	70	69
MM_RS14820	MM_RS14820	57	73	87	58	6	22	20	30
MM_RS14825	MM_RS14825	22	47.609	71	65	11	15	45	52
MM_RS14830	MM_RS14830	17	58.107	16	27	24	126	23	81
MM_RS14835	MM_RS14835	59	227.405	126	41	10	29	23	22
MM_RS14840	MM_RS14840	61	819.991	57.02	37	4	44	17	7
MM_RS14845	MM_RS14845	44	206.009	89	59	19	39	24	7
MM_RS14855	MM_RS14855	117	277.782	245	374	10	59	26	22
MM_RS14860	MM_RS14860	39.438	25.472	135.556	5.089	6.35	3	4	4
MM_RS14865	MM_RS14865	80.925	120.843	127.113	49	17	27	12	53
MM_RS14870	MM_RS14870	30.864	44.157	59.887	66	5	11	3	43
MM_RS14880	MM_RS14880	550	1396.92	2162	1984	110	263	245	150
MM_RS14885	MM_RS14885	3	5	4	2	1	6	0	1
MM_RS14890	MM_RS14890	280	611	182	155	51	131	44	73
MM_RS14895	MM_RS14895	90	151	73	43	18	32	17	50
MM_RS14900	MM_RS14900	86	213	96	54	15	25	14	19
MM_RS14905	MM_RS14905	23	120	140	46	2	6	10	7
MM_RS14910	MM_RS14910	49.947	72.035	87	45	15	38	22	28
MM_RS14915	MM_RS14915	67	130.849	92	36	21	43	23	46
MM_RS14925	MM_RS14925	25	180	97	228	2	4	5	6
MM_RS14930	MM_RS14930	174	684.007	189	83	47	283	93	114
MM_RS14935	MM_RS14935	78	120.04	77	41	28	57	64	62
MM_RS14940	MM_RS14940	114.005	208.209	158	121	28	71	69	73
MM_RS14945	MM_RS14945	291.432	707.944	568	473	52	133	110	127
MM_RS14955	MM_RS14955	10	13	9	1	7	4	4	3
MM_RS14960	MM_RS14960	13.508	45.596	45.996	7	7	17	4	11
MM_RS14965	MM_RS14965	63	83	156	31	14	14	6	17
MM_RS14970	MM_RS14970	24	31.005	24	9	14	22	15	11
MM_RS14975	MM_RS14975	67.977	196.878	64.03	38	17	32.006	10	25
MM_RS14980	MM_RS14980	194	283	92	52	45	87	5	35
MM_RS14985	MM_RS14985	584	1193.056	680	282	221	419	193	326
MM_RS14990	MM_RS14990	1200	3448	5396	390	167	346	262	64
MM_RS14995	MM_RS14995	50	101	192	68	8	38	20	43
MM_RS15000	MM_RS15000	23.002	51	203.983	81	8	9	5	22
MM_RS15010	MM_RS15010	150	433	826	774	19	45	54	114
MM_RS15015	MM_RS15015	117	376	288.405	219	28	65	81	145
MM_RS15020	MM_RS15020	36	100.004	78	19	10	28	10	5
MM_RS15025	MM_RS15025	64	128	80	54	5	16	3	7
MM_RS15030	MM_RS15030	38	67.526	98	41	3	6	24	8
MM_RS15040	MM_RS15040	42.922	127.591	27	9	0	2	1	5
MM_RS15045	MM_RS15045	164	235	111	88	93	169	133	85
MM_RS15050	MM_RS15050	1596.447	2804.169	1379.613	1234.441	316	710	119.843	166
MM_RS15065	MM_RS15065	22	58.194	56.631	15	6	7	2	28
MM_RS15080	MM_RS15080	0	27.644	19.722	0	0	0	0	0
MM_RS15085	MM_RS15085	144.724	256.376	149.506	65.135	89.849	105.217	54.352	127.421
MM_RS15090	MM_RS15090	21.019	88.363	51.664	22	12	27	17	30
MM_RS15095	MM_RS15095	546.189	615.399	106	71	42	84.009	13	14
MM_RS15100	MM_RS15100	264	554.037	290	196	63	99	61	85
MM_RS15105	MM_RS15105	790	1745.725	2188.465	1670	82	299	220	225
MM_RS15110	MM_RS15110	360.12	1135.906	725.21	321	107	146.127	157.302	169
MM_RS15115	MM_RS15115	277.065	840.292	405.097	396.515	51	134.452	87.163	103
MM_RS15120	MM_RS15120	13	48	36	13	5	16	9	15
MM_RS15125	MM_RS15125	33	139.059	115	30	28	29	12	33
MM_RS15130	MM_RS15130	130.837	217	304	282	26	32	39	59
MM_RS15140	MM_RS15140	443.877	1283.074	605.852	273.359	69.233	187.029	75.154	118.333
MM_RS15145	MM_RS15145	74.691	155.898	50.066	32.637	23.767	35.97	26.845	33.666
MM_RS15150	MM_RS15150	440.497	2074.127	272.796	99.762	16	47.031	41.002	5
MM_RS15155	MM_RS15155	134	525	146	166	18	56	25	24
MM_RS15160	MM_RS15160	137	403	471	359	15	31	15	33
MM_RS15165	MM_RS15165	38	61	16.062	12	30	74	26	30
MM_RS15170	MM_RS15170	334.09	763.259	523.507	287	158	159	150	154
MM_RS15175	MM_RS15175	47	102	61	30	23	29	37	33
MM_RS15180	MM_RS15180	470	1286	375	282	49	88	46	43
MM_RS15185	MM_RS15185	19.991	52	205	70	8.001	32.009	41.001	54.009
MM_RS15190	MM_RS15190	12	44	72	27	4	20	35	44
MM_RS15210	MM_RS15210	789.075	1474.01	758	2073	198	366	195	262
MM_RS15215	MM_RS15215	140	178	78	30	81	192	50	107
MM_RS15225	MM_RS15225	130	362.295	779	205	49	153	135.238	170
MM_RS15230	MM_RS15230	140	416.189	203	215.972	44	121	72	74
MM_RS15235	MM_RS15235	50.764	140	32	20	4	24	0	10
MM_RS15240	MM_RS15240	67	180.021	242	151	14	55	45	58
MM_RS15245	MM_RS15245	61	80.007	140.979	62	15	8	29	18
MM_RS15250	MM_RS15250	58	144	43	35	5	20	10	4
MM_RS15255	MM_RS15255	505.825	838.799	990.927	664.012	98.961	233	104	200
MM_RS15260	MM_RS15260	67	150.466	105.997	77.365	23	35	29	54
MM_RS15265	MM_RS15265	165	221.508	171	70	65	79	14	47
MM_RS15270	MM_RS15270	56	99	100	61	16	31	22	41
MM_RS15275	MM_RS15275	674.271	1554.309	386.209	2362.64	452.043	1416.744	309.027	1079.475
MM_RS15280	MM_RS15280	318	698.977	350	290	17	96	58	48
MM_RS15285	MM_RS15285	342	720	217	118	106	306	112	147
MM_RS15290	MM_RS15290	29	72.023	88	24	3	22	3	18
MM_RS15295	MM_RS15295	14	24	46	13	1	3	6	6
MM_RS15300	MM_RS15300	37	89.01	238	26	13	18	35	34
MM_RS15305	MM_RS15305	63.094	68.831	28.484	27	23	36.034	59.67	39
MM_RS15310	MM_RS15310	87	224.993	143.586	159	11	18	17	15
MM_RS15315	MM_RS15315	421.426	780.404	1262.924	973.745	119.846	190.758	354.412	600.533
MM_RS15320	MM_RS15320	284	1038	1059	792	935.972	2076	1074	1533
MM_RS15325	MM_RS15325	774	1313	1114	560	397	608	562	517
MM_RS15330	MM_RS15330	909	2126	1492	326	145	413	226	267
MM_RS15335	MM_RS15335	432.365	1017	668	182	95	144	70	47
MM_RS15340	MM_RS15340	137.359	430.144	326	335.746	27	99	30	97
MM_RS15345	MM_RS15345	54.976	455.083	602	92	10	26.5	28	26
MM_RS15350	MM_RS15350	382.981	962.337	521	449	25	71.5	49	103
MM_RS15355	MM_RS15355	1051.244	1435.503	1223.741	814.119	392.737	661.94	334.851	616.202
MM_RS15360	MM_RS15360	676.019	1012	413	286	267	605	204	308
MM_RS15365	MM_RS15365	122.614	224.819	229.014	133.493	225	147.129	251	616
MM_RS15375	MM_RS15375	210	394.949	100	70	58	87	57	56
MM_RS15380	MM_RS15380	398.083	894.413	340.855	183	153	417	128	200
MM_RS15400	MM_RS15400	31.216	66.179	360.462	59.769	7.797	42.894	25.028	19.314
MM_RS15405	MM_RS15405	308.536	562.606	1228.264	1700.833	51.348	275.16	195.16	593.11
MM_RS15415	MM_RS15415	31	71	158	53	25	26	27	27
MM_RS15420	MM_RS15420	209.146	294.313	193.259	179.881	65.263	146.06	70.149	178.797
MM_RS15425	MM_RS15425	141	255	88	48	48	107	43	54
MM_RS15435	MM_RS15435	644	1217.117	2869	2259	162	610	515	637
MM_RS15440	MM_RS15440	188	328.062	560.027	301	126	363	380	782
MM_RS15450	MM_RS15450	109	146	171	27	53	88	6.003	30
MM_RS15455	MM_RS15455	293.577	630.02	499	533	58	138	76	121
MM_RS15460	MM_RS15460	178.511	623.293	447	140	25	61	23	34
MM_RS15465	MM_RS15465	81.525	165	121	64	15	11	13	11
MM_RS15470	MM_RS15470	57	113.004	71	33	8	19	6	18
MM_RS15475	MM_RS15475	68.827	110.034	377.083	247	17	31.232	180	180
MM_RS15485	MM_RS15485	39	77.885	386	277	12	31	72	116
MM_RS15490	MM_RS15490	75	137.002	305	201	22	42	57	103
MM_RS15500	MM_RS15500	232.112	421	626	638	56	141	177	217
MM_RS15505	MM_RS15505	31.998	66.639	58	15	5	13	2	14
MM_RS15510	MM_RS15510	11.611	42	33	2	10	9	3	4.002
MM_RS15515	MM_RS15515	35	62	81	15	5	7	5	4
MM_RS15520	MM_RS15520	138.513	381.22	718	101	15	31	58	45
MM_RS15525	MM_RS15525	24	441	147	65	6	101	23	13
MM_RS15540	MM_RS15540	115	199.275	112	38	58	115	31	66
MM_RS15550	MM_RS15550	158	319.81	131	105	41	58	29	16
MM_RS15555	MM_RS15555	66.409	158.968	64	20	2	11	2	16
MM_RS15560	MM_RS15560	275	548.001	366	84	26	52	7	35
MM_RS15565	MM_RS15565	86	129	152	84	7	17	30	16
MM_RS15570	MM_RS15570	6.001	9.033	2	1	0	0	0	1
MM_RS15575	MM_RS15575	35	96.225	152	71	5	11	4	12.003
MM_RS15580	MM_RS15580	107.575	260.456	335	90	18	86	90	94
MM_RS15585	MM_RS15585	270.414	591.854	602.026	202.55	40.794	76.527	58.885	64.663
MM_RS15590	MM_RS15590	68.372	259.168	285.974	85.45	18.206	46.473	68.115	67.337
MM_RS15595	MM_RS15595	70	110	47	9	17	25	17	33
MM_RS15610	MM_RS15610	274.965	664.21	321	200	80	259	108	157
MM_RS15615	MM_RS15615	280.574	697.083	329.466	258.982	61.001	184	81	161
MM_RS15620	MM_RS15620	289	312	516	244	44	92	146	193
MM_RS15625	MM_RS15625	85.391	308.528	103.017	78.009	4	9.96	4	11
MM_RS15630	MM_RS15630	11	19	20	9	0	0	3	1
MM_RS15640	MM_RS15640	42	121.835	687	142.005	3	11.388	57	63
MM_RS15645	MM_RS15645	147.004	298	425	350.001	265.73	376.049	203	481.004
MM_RS15650	MM_RS15650	17.416	32	17	14	5	15	8	18
MM_RS15655	MM_RS15655	48.001	57.006	47	25	12	16	11.004	20
MM_RS15660	MM_RS15660	38	137	121	49	10	19	14	19
MM_RS15665	MM_RS15665	485.319	1200.105	1434	975.998	66	185	134	209
MM_RS15670	MM_RS15670	61	96.059	37.08	18	17	22	11	21
MM_RS15675	MM_RS15675	152	416.993	300	264	787	2521	820	1592
MM_RS15680	MM_RS15680	104	243.823	347	164	32	50	100	148
MM_RS15685	MM_RS15685	237	415.287	394	378	67	119	181	303
MM_RS15690	MM_RS15690	173.552	297.999	1186	772	56	88	325	796
MM_RS15695	MM_RS15695	133.005	186.066	762	694	44	62	518	667
MM_RS15700	MM_RS15700	58	120.609	650	800	22	40	133	361
MM_RS15705	MM_RS15705	169	605.737	524	373	103	218	374	287
MM_RS15710	MM_RS15710	487.975	978	616	407	126	246	158	188
MM_RS15715	MM_RS15715	266	846.483	992.102	1109	78	172	222	361
MM_RS15720	MM_RS15720	676.977	1211.903	762	636.651	172	413	123	431
MM_RS15725	MM_RS15725	189.964	383	525	542	69	107	101	260
MM_RS15730	MM_RS15730	197	432.152	584	520	54	97	131	163
MM_RS15735	MM_RS15735	338.106	513.511	1438.989	737	106	208	531	532
MM_RS15740	MM_RS15740	2839	6985.855	5065	2931	431	1399	711	1976
MM_RS15745	MM_RS15745	1633	4115.036	21148	24474	333	784	1835	3729
MM_RS15750	MM_RS15750	187.999	358.562	544	307	43	96	75.001	129
MM_RS15755	MM_RS15755	34.007	73.581	97.979	33.091	9	47	6	46
MM_RS15760	MM_RS15760	66.913	137.22	190.547	46.989	16	13.99	31.362	41.209
MM_RS15765	MM_RS15765	81	203.43	163	93	21	42	17	38
MM_RS15770	MM_RS15770	68	135.168	90	44	13	40	9	22
MM_RS15780	MM_RS15780	36	35	39.041	30	6	22	2	7
MM_RS15785	MM_RS15785	187	476	147	93	38	73	39	41
MM_RS15790	MM_RS15790	133	135.35	148	96	40	72	124	104
MM_RS15795	MM_RS15795	4	22	33	6	12	13	12	24
MM_RS15800	MM_RS15800	56.503	87.995	178	20.357	0	24.685	29.313	38.992
MM_RS15805	MM_RS15805	233.814	1458.482	573	242.329	157	379.047	344	769.094
MM_RS15810	MM_RS15810	51	81.025	81.104	33	28	36	39	62
MM_RS15815	MM_RS15815	7.069	8	53	8	0	2	1	3
MM_RS15820	MM_RS15820	113.112	208.337	1313	522	49.954	105	262	315
MM_RS15825	MM_RS15825	184	170.759	2421	487	40	58	191	217
MM_RS15830	MM_RS15830	143	157	1501	407.95	33	59	156	248
