gene_id	log2FC_TE_riborex	pvalue_TE_riborex	padj_TE_riborex	baseMean_counts	log2FC_basis	TPM_RNA_NitrogenPlus	TPM_RNA_NitrogenMinus	TPM_Ribo_NitrogenPlus	TPM_Ribo_NitrogenMinus	RPKM_RNA_NitrogenPlus	RPKM_RNA_NitrogenMinus	RPKM_Ribo_NitrogenPlus	RPKM_Ribo_NitrogenMinus	FPKM_RNA_NitrogenPlus	FPKM_RNA_NitrogenMinus	FPKM_Ribo_NitrogenPlus	FPKM_Ribo_NitrogenMinus
MM_RS03405	0.113393386320232	0.891821035245755	0.962565572772442	223.237448967566	raw_counts / DESeq2 median-of-ratios (via riborex)	0.225	0.106	2.321	3.904	47.859	22.857	132.817	162.042	47.859	22.857	132.817	162.042
MM_RS09170	-0.12483985500369	0.894384694121933	0.963367438971276	764.638908065334	raw_counts / DESeq2 median-of-ratios (via riborex)	0.645	1.034	7.534	15.284	136.673	222.633	493.691	682.2	136.673	222.633	493.691	682.2
MM_RS03590	-0.112955444729425	0.894154220819768	0.963367438971276	860.132679749436	raw_counts / DESeq2 median-of-ratios (via riborex)	0.381	0.532	5.816	11.398	80.833	114.907	374.735	510.278	80.833	114.907	374.735	510.278
MM_RS00880	0.105228783121984	0.894398254460004	0.963367438971276	53.9090298437845	raw_counts / DESeq2 median-of-ratios (via riborex)	0.027	0.027	0.391	0.676	5.807	5.75	22.742	29.976	5.807	5.75	22.742	29.976
MM_RS01955	-0.0969710858938258	0.893201747489998	0.963367438971276	137.703191660549	raw_counts / DESeq2 median-of-ratios (via riborex)	0.261	0.328	8.263	11.201	55.407	69.731	466.755	513.569	55.407	69.731	466.755	513.569
MM_RS09295	0.082772681249078	0.893333251890032	0.963367438971276	116.730623732051	raw_counts / DESeq2 median-of-ratios (via riborex)	0.262	0.226	1.39	2.513	55.939	47.622	82.945	114.258	55.939	47.622	82.945	114.258
MM_RS16935	0.109950696769207	0.897334160892659	0.965737502665624	65.3146797733874	raw_counts / DESeq2 median-of-ratios (via riborex)	0.088	0.084	0.494	0.817	18.49	18.406	28.202	35.835	18.49	18.406	28.202	35.835
MM_RS12335	-0.078657782619326	0.89707016945267	0.965737502665624	244.581881021892	raw_counts / DESeq2 median-of-ratios (via riborex)	0.394	0.21	2.502	3.745	83.285	44.808	144.771	165.855	83.285	44.808	144.771	165.855
MM_RS06525	-0.106039277752532	0.89858781111488	0.966294673213625	57.11341123305	raw_counts / DESeq2 median-of-ratios (via riborex)	0.055	0.08	1.149	1.719	11.76	17.313	66.871	76.216	11.76	17.313	66.871	76.216
MM_RS16930	0.101712600318617	0.89839753316771	0.966294673213625	56.0266446479573	raw_counts / DESeq2 median-of-ratios (via riborex)	0.077	0.077	0.298	0.474	16.541	16.32	16.94	21.597	16.541	16.32	16.94	21.597
MM_RS03940	0.185633212531365	0.89951351177119	0.966894180070056	309.178863362278	raw_counts / DESeq2 median-of-ratios (via riborex)	0.101	0.513	11.929	16.348	20.934	105.876	639.687	762.567	20.934	105.876	639.687	762.567
MM_RS09020	-0.473096574438482	0.901029202542377	0.96695365602222	68.2743184806584	raw_counts / DESeq2 median-of-ratios (via riborex)	0.153	0.22	2.336	2.658	33.57	47.016	135.532	120.484	33.57	47.016	135.532	120.484
MM_RS02270	0.0988299100530696	0.900050258071046	0.96695365602222	73.2943551057601	raw_counts / DESeq2 median-of-ratios (via riborex)	0.11	0.11	0.203	0.385	23.627	23.062	12.166	16.594	23.627	23.062	12.166	16.594
MM_RS14065	-0.0826030457063258	0.901041735067164	0.96695365602222	252.54024396319	raw_counts / DESeq2 median-of-ratios (via riborex)	0.35	0.423	4.266	7.146	73.991	90.368	257.99	327.822	73.991	90.368	257.99	327.822
MM_RS11895	-0.0781274601034572	0.901003743159201	0.96695365602222	366.540390112768	raw_counts / DESeq2 median-of-ratios (via riborex)	0.165	0.152	1.244	1.757	35.197	32.257	70.796	79.309	35.197	32.257	70.796	79.309
MM_RS15765	0.0934508351226437	0.90190978205257	0.9670947683422	58.9667274389399	raw_counts / DESeq2 median-of-ratios (via riborex)	0.097	0.129	1.087	1.93	20.803	27.574	64.293	88.108	20.803	27.574	64.293	88.108
MM_RS07220	0.0719219034121902	0.901846170328857	0.9670947683422	713.79404786425	raw_counts / DESeq2 median-of-ratios (via riborex)	0.991	0.939	4.104	6.584	209.75	199.816	234.961	292.589	209.75	199.816	234.961	292.589
MM_RS12490	-0.0939565035095379	0.902319272518313	0.967138942707384	71.8506400262683	raw_counts / DESeq2 median-of-ratios (via riborex)	1.712	1.152	3.768	5.64	367.033	245.767	220.668	261.197	367.033	245.767	220.668	261.197
MM_RS14315	0.106977253163836	0.903660869229185	0.967786885234844	80.1365722635355	raw_counts / DESeq2 median-of-ratios (via riborex)	0.213	0.183	0.98	1.476	44.932	40.071	54.428	65.104	44.932	40.071	54.428	65.104
MM_RS08160	0.0835986210985505	0.903547512220488	0.967786885234844	130.244225740006	raw_counts / DESeq2 median-of-ratios (via riborex)	0.164	0.229	1.322	2.351	34.733	47.739	78.658	109.974	34.733	47.739	78.658	109.974
MM_RS10340	-0.11307080582311	0.90426355540873	0.968037544436741	122.375250470729	raw_counts / DESeq2 median-of-ratios (via riborex)	0.183	0.123	1.179	2.165	39.321	25.861	74.059	95.637	39.321	25.861	74.059	95.637
MM_RS00295	-0.0921769389147326	0.904751084506271	0.968164770950884	300.579996613594	raw_counts / DESeq2 median-of-ratios (via riborex)	0.095	0.117	0.953	1.799	20.146	25.199	60.134	79.574	20.146	25.199	60.134	79.574
MM_RS08545	0.0732553515076181	0.906236902827432	0.969359717647591	725.710986546666	raw_counts / DESeq2 median-of-ratios (via riborex)	1.154	0.759	7.945	12.233	245.729	159.243	450.606	565.525	245.729	159.243	450.606	565.525
MM_RS04420	0.130184600626781	0.906989289650896	0.969374796346461	111.260065226347	raw_counts / DESeq2 median-of-ratios (via riborex)	0.265	0.353	7.304	11.037	55.232	77.004	404.399	477.848	55.232	77.004	404.399	477.848
MM_RS04425	0.123703933679819	0.906715381550689	0.969374796346461	94.9793348317542	raw_counts / DESeq2 median-of-ratios (via riborex)	0.128	0.239	2.227	3.286	26.686	51.491	122.837	146.363	26.686	51.491	122.837	146.363
MM_RS03330	0.0832312160681813	0.910131303713454	0.971546668110378	218.072317613527	raw_counts / DESeq2 median-of-ratios (via riborex)	4.627	4.918	12.774	25.239	991.076	1028.232	786.869	1149.392	991.076	1028.232	786.869	1149.392
MM_RS07915	0.0809881030991921	0.909848034554134	0.971546668110378	101.426006659587	raw_counts / DESeq2 median-of-ratios (via riborex)	0.149	0.102	1.156	2.093	31.316	21.685	68.682	92.123	31.316	21.685	68.682	92.123
MM_RS09310	0.0804422394336889	0.910093526038721	0.971546668110378	168.787533123266	raw_counts / DESeq2 median-of-ratios (via riborex)	0.014	0.019	0.791	1.425	2.936	4.08	47.116	64.904	2.936	4.08	47.116	64.904
MM_RS00265	-0.0934667782497292	0.912373234007212	0.971871255499964	90.0240021409763	raw_counts / DESeq2 median-of-ratios (via riborex)	0.482	0.151	1.505	2.123	101.436	32.091	85.204	91.645	101.436	32.091	85.204	91.645
MM_RS06345	-0.0904945461944318	0.911327078718089	0.971871255499964	109.994767897394	raw_counts / DESeq2 median-of-ratios (via riborex)	0.567	0.588	6.29	11.342	121.417	127.452	391.468	515.501	121.417	127.452	391.468	515.501
MM_RS07940	0.0845288337857414	0.912655946710934	0.971871255499964	120.819907965887	raw_counts / DESeq2 median-of-ratios (via riborex)	0.449	0.296	2.274	3.722	94.544	62.765	131.325	172.592	94.544	62.765	131.325	172.592
MM_RS13645	0.080178323753426	0.911445724091333	0.971871255499964	154.099379914444	raw_counts / DESeq2 median-of-ratios (via riborex)	0.099	0.167	0.966	1.79	20.936	35.729	57.89	78.872	20.936	35.729	57.89	78.872
MM_RS05410	0.0685885215874749	0.912595947562049	0.971871255499964	187.106650357675	raw_counts / DESeq2 median-of-ratios (via riborex)	0.301	0.107	1.868	3.023	63.676	22.953	107.788	139.709	63.676	22.953	107.788	139.709
MM_RS17510	0.0638429375841184	0.911829831867314	0.971871255499964	365.270532750304	raw_counts / DESeq2 median-of-ratios (via riborex)	0.206	0.296	2.26	4.082	43.638	62.337	134.984	182.373	43.638	62.337	134.984	182.373
MM_RS08405	0.091612321219055	0.913104668596288	0.971954949223289	380.485966753102	raw_counts / DESeq2 median-of-ratios (via riborex)	0.478	0.868	10.385	22.122	102.092	184.757	657.587	1035.74	102.092	184.757	657.587	1035.74
MM_RS02075	0.10563535648217	0.914753150410615	0.973315143021991	12236.2566887349	raw_counts / DESeq2 median-of-ratios (via riborex)	4372.071	5955.192	18293.184	41979.603	937872.3	1245846.653	1189006.185	1990938.338	937872.3	1245846.653	1189006.185	1990938.338
MM_RS11360	0.401599659634466	0.915834725460413	0.974071279489285	62.666048263922	raw_counts / DESeq2 median-of-ratios (via riborex)	0.031	0.033	0.418	0.785	6.889	7.606	23.368	34.68	6.889	7.606	23.368	34.68
MM_RS10590	0.063538190241997	0.916303283199505	0.974175069506842	157.139521864816	raw_counts / DESeq2 median-of-ratios (via riborex)	0.521	0.456	4.375	7.246	110.352	96.724	253.107	318.693	110.352	96.724	253.107	318.693
MM_RS15800	-0.102011380241836	0.917948971590139	0.974643101405963	50.4994285305387	raw_counts / DESeq2 median-of-ratios (via riborex)	0.204	0.081	1.427	1.781	43.394	16.409	78.333	78.527	43.394	16.409	78.333	78.527
MM_RS07485	-0.0727713678845798	0.918479261040207	0.974643101405963	128.433045740371	raw_counts / DESeq2 median-of-ratios (via riborex)	0.124	0.206	6.017	9.961	26.153	43.577	361.259	452.774	26.153	43.577	361.259	452.774
MM_RS11535	-0.0719525542949166	0.919047481196551	0.974643101405963	105.959290023631	raw_counts / DESeq2 median-of-ratios (via riborex)	0.239	0.247	3.011	5.14	50.556	52.366	182.141	227.482	50.556	52.366	182.141	227.482
MM_RS19150	-0.0707644361477575	0.919341569757262	0.974643101405963	646.878341097981	raw_counts / DESeq2 median-of-ratios (via riborex)	3.781	4.875	1.804	2.475	803.795	1055.009	100.9	108.462	803.795	1055.009	100.9	108.462
MM_RS17425	-0.0662173270756254	0.918339177650914	0.974643101405963	97.6854546006897	raw_counts / DESeq2 median-of-ratios (via riborex)	0.041	0.016	0.204	0.326	8.851	3.365	12.051	14.613	8.851	3.365	12.051	14.613
MM_RS14735	-0.0620493911038469	0.918504011419926	0.974643101405963	87.9998580484772	raw_counts / DESeq2 median-of-ratios (via riborex)	0.071	0.059	0.274	0.43	15.178	12.504	16.05	19.199	15.178	12.504	16.05	19.199
MM_RS03295	0.0568145452132628	0.919205778358995	0.974643101405963	225.086222348427	raw_counts / DESeq2 median-of-ratios (via riborex)	1.922	1.638	27.939	47.182	410.261	352.218	1635.424	2132.184	410.261	352.218	1635.424	2132.184
MM_RS13705	0.315957932769926	0.920547813072444	0.975134553097312	117.795601022153	raw_counts / DESeq2 median-of-ratios (via riborex)	0.142	0.049	0.206	0.652	30.781	10.656	14.454	31.745	30.781	10.656	14.454	31.745
MM_RS09300	-0.069502969393617	0.920433336534156	0.975134553097312	113.911793424351	raw_counts / DESeq2 median-of-ratios (via riborex)	2.145	1.283	5.867	10.353	457.262	267.175	360.352	464.838	457.262	267.175	360.352	464.838
MM_RS07395	-0.0896206029845128	0.92240803126294	0.976317408341991	214.469496489853	raw_counts / DESeq2 median-of-ratios (via riborex)	0.351	0.242	6.742	8.627	73.803	51.217	373.178	389.424	73.803	51.217	373.178	389.424
MM_RS10220	0.0527455901365061	0.922377856040007	0.976317408341991	337.197059642031	raw_counts / DESeq2 median-of-ratios (via riborex)	1.196	0.804	9.228	16.382	254.975	170.944	549.142	730.11	254.975	170.944	549.142	730.11
MM_RS13690	0.0659622150569263	0.923672335568454	0.976646295651384	63.2841050404432	raw_counts / DESeq2 median-of-ratios (via riborex)	0.287	0.385	3.494	5.864	61.318	83.09	203.691	265.632	61.318	83.09	203.691	265.632
MM_RS05660	-0.0647667110951759	0.923834500532383	0.976646295651384	555.960932316663	raw_counts / DESeq2 median-of-ratios (via riborex)	0.603	0.65	4.316	7.425	127.021	138.329	261.725	334.913	127.021	138.329	261.725	334.913
MM_RS14235	0.0593664188022811	0.923469486293261	0.976646295651384	97.7029034617428	raw_counts / DESeq2 median-of-ratios (via riborex)	0.039	0.041	0.184	0.308	8.36	8.918	10.713	13.617	8.36	8.918	10.713	13.617
MM_RS05225	-0.0630180543261531	0.924487948083483	0.976865215541538	263.898109092299	raw_counts / DESeq2 median-of-ratios (via riborex)	0.517	0.558	7.491	11.049	110.787	116.581	431.09	501.229	110.787	116.581	431.09	501.229
MM_RS17685	-0.0590276799924826	0.924785577241532	0.976865215541538	318.640763938834	raw_counts / DESeq2 median-of-ratios (via riborex)	0.111	0.193	6.062	9.333	23.754	40.488	353.42	421.997	23.754	40.488	353.42	421.997
MM_RS05785	-0.056962037260679	0.925834391629761	0.977579860241155	113.898557584955	raw_counts / DESeq2 median-of-ratios (via riborex)	0.213	0.213	1.846	2.739	45.27	45.594	106.33	124.813	45.27	45.594	106.33	124.813
MM_RS03735	0.0619505354377119	0.927053607178612	0.978473783139483	231.322281290846	raw_counts / DESeq2 median-of-ratios (via riborex)	0.187	0.225	3.469	5.869	39.296	47.987	202.947	265.025	39.296	47.987	202.947	265.025
MM_RS10035	0.0799163309672874	0.927456114429996	0.978505326031808	192.137278552158	raw_counts / DESeq2 median-of-ratios (via riborex)	0.453	0.376	1.394	2.192	97.574	78.567	79.441	101.356	97.574	78.567	79.441	101.356
MM_RS09565	-0.07445854815674	0.928614604595951	0.978940968152938	286.886230664972	raw_counts / DESeq2 median-of-ratios (via riborex)	0.512	0.385	4.644	7.019	107.499	83.545	268.454	299.109	107.499	83.545	268.454	299.109
MM_RS10530	0.0643703316541086	0.928506467488245	0.978940968152938	388.939536800628	raw_counts / DESeq2 median-of-ratios (via riborex)	0.922	0.535	4.652	7.503	194.174	114.042	268.585	349.823	194.174	114.042	268.585	349.823
MM_RS03585	-0.38091794483465	0.931125108498325	0.979299289196665	51.3514944031727	raw_counts / DESeq2 median-of-ratios (via riborex)	0.064	0.037	0.974	0.902	13.182	7.817	52.096	40.025	13.182	7.817	52.096	40.025
MM_RS02760	-0.338515249808484	0.93342959667146	0.979299289196665	52.3416235992237	raw_counts / DESeq2 median-of-ratios (via riborex)	0.067	0.202	0.105	0.206	14.117	44.132	7.367	10.688	14.117	44.132	7.367	10.688
MM_RS17755	0.26825249401281	0.932252473695722	0.979299289196665	54.3183381113009	raw_counts / DESeq2 median-of-ratios (via riborex)	0.015	0.074	0.547	1.17	3.207	15.443	33.006	52.366	3.207	15.443	33.006	52.366
MM_RS11950	0.174595832282366	0.93225217527889	0.979299289196665	2026.9444748031	raw_counts / DESeq2 median-of-ratios (via riborex)	1.531	1.485	7.09	10.832	315.865	321.765	391.58	483.173	315.865	321.765	391.58	483.173
MM_RS01880	0.100616279815386	0.932054431674668	0.979299289196665	294.032650424254	raw_counts / DESeq2 median-of-ratios (via riborex)	1.459	1.133	2.283	4.385	317.31	246.226	137.862	192.61	317.31	246.226	137.862	192.61
MM_RS11255	0.0753616419940093	0.930393856914927	0.979299289196665	455.77943691076	raw_counts / DESeq2 median-of-ratios (via riborex)	1.955	2.664	3.848	7.17	419.714	578.644	230.034	299.094	419.714	578.644	230.034	299.094
MM_RS04885	-0.0649166167094842	0.933374331934341	0.979299289196665	64.5854508016451	raw_counts / DESeq2 median-of-ratios (via riborex)	0.062	0.062	1.061	1.84	13.22	13.176	64.367	80.749	13.22	13.176	64.367	80.749
MM_RS16340	-0.0596820517565953	0.930009348770884	0.979299289196665	373.967115774733	raw_counts / DESeq2 median-of-ratios (via riborex)	0.126	0.118	0.836	1.495	26.64	25.042	51.249	65.979	26.64	25.042	51.249	65.979
MM_RS03090	0.0563082158613481	0.931833232193627	0.979299289196665	526.383316874124	raw_counts / DESeq2 median-of-ratios (via riborex)	0.557	0.671	3.106	6.111	118.846	142.24	191.548	271.298	118.846	142.24	191.548	271.298
MM_RS06810	-0.0554798591802234	0.93250887020367	0.979299289196665	380.148255583484	raw_counts / DESeq2 median-of-ratios (via riborex)	0.574	0.38	4.521	6.527	121.905	81.727	256.749	282.711	121.905	81.727	256.749	282.711
MM_RS13385	0.0553019787007341	0.933035814013498	0.979299289196665	116.989171596573	raw_counts / DESeq2 median-of-ratios (via riborex)	0.22	0.136	0.967	1.586	46.489	29.169	55.837	70.042	46.489	29.169	55.837	70.042
MM_RS03310	-0.052203790252138	0.930942341194323	0.979299289196665	931.571626052082	raw_counts / DESeq2 median-of-ratios (via riborex)	0.762	0.689	4.13	7.334	161.729	147.413	252.266	326.947	161.729	147.413	252.266	326.947
MM_RS09630	0.0690381934350726	0.933821287507061	0.979318970045345	952.26254784014	raw_counts / DESeq2 median-of-ratios (via riborex)	0.407	0.684	3.633	7.986	86.819	145.944	232.414	348.62	86.819	145.944	232.414	348.62
MM_RS09005	0.506050641518538	0.937534377097523	0.980398487904617	161.624154972244	raw_counts / DESeq2 median-of-ratios (via riborex)	0.225	0.232	0.121	0.197	49.447	51.06	6.448	10.216	49.447	51.06	6.448	10.216
MM_RS16915	0.0677245789890381	0.938399576891681	0.980398487904617	240.173346836969	raw_counts / DESeq2 median-of-ratios (via riborex)	0.562	0.721	10.504	21.397	120.542	153.312	658.474	1004.414	120.542	153.312	658.474	1004.414
MM_RS15760	-0.0590423096456275	0.938584081718281	0.980398487904617	59.1598520540161	raw_counts / DESeq2 median-of-ratios (via riborex)	0.039	0.019	0.303	0.426	8.239	4.073	17.08	19.151	8.239	4.073	17.08	19.151
MM_RS08455	-0.058111665859206	0.936857121040317	0.980398487904617	162.672870361088	raw_counts / DESeq2 median-of-ratios (via riborex)	0.158	0.096	0.953	1.435	33.298	20.693	54.888	62.549	33.298	20.693	54.888	62.549
MM_RS00190	0.0580875971261699	0.93629419209338	0.980398487904617	81.9266992178884	raw_counts / DESeq2 median-of-ratios (via riborex)	0.034	0.018	0.181	0.282	7.248	3.828	10.312	12.79	7.248	3.828	10.312	12.79
MM_RS14595	0.0556682478166139	0.937995837924508	0.980398487904617	73.5462872639169	raw_counts / DESeq2 median-of-ratios (via riborex)	0.088	0.126	0.751	1.319	18.899	26.587	44.671	60.294	18.899	26.587	44.671	60.294
MM_RS18705	-0.0529623228420812	0.936370196451868	0.980398487904617	91.1236851985309	raw_counts / DESeq2 median-of-ratios (via riborex)	0.054	0.025	0.117	0.173	11.462	5.351	6.711	7.825	11.462	5.351	6.711	7.825
MM_RS00250	0.0516125159072383	0.938001987146338	0.980398487904617	305.044252012242	raw_counts / DESeq2 median-of-ratios (via riborex)	0.633	0.582	6.506	12.207	135.161	123.465	396.421	561.319	135.161	123.465	396.421	561.319
MM_RS01475	-0.0500903770742035	0.938189634513801	0.980398487904617	659.371761863702	raw_counts / DESeq2 median-of-ratios (via riborex)	5.605	11.088	53.966	83.736	1186.152	2405.973	3132.313	3595.657	1186.152	2405.973	3132.313	3595.657
MM_RS11425	-0.045207347717779	0.937493535265611	0.980398487904617	356.805407250813	raw_counts / DESeq2 median-of-ratios (via riborex)	0.342	0.578	4.636	7.018	72.987	122.257	268.521	324.488	72.987	122.257	268.521	324.488
MM_RS01090	-0.0583214198812427	0.939115836486783	0.980563891297929	95.4465180026104	raw_counts / DESeq2 median-of-ratios (via riborex)	0.103	0.038	0.375	0.51	21.89	8.162	20.916	22.897	21.89	8.162	20.916	22.897
MM_RS16055	0.0428084965223551	0.939936486451238	0.981030688959042	406.638011767039	raw_counts / DESeq2 median-of-ratios (via riborex)	0.425	0.265	1.868	3.271	90.19	56.321	111.382	151.244	90.19	56.321	111.382	151.244
MM_RS07525	0.0674626604248763	0.941929979021963	0.981347977542388	4037.56572600788	raw_counts / DESeq2 median-of-ratios (via riborex)	3.298	4.453	98.692	225.51	704.95	955.619	6445.673	10309.648	704.95	955.619	6445.673	10309.648
MM_RS06155	0.0626541933416973	0.941646065840323	0.981347977542388	256.10226013283	raw_counts / DESeq2 median-of-ratios (via riborex)	1.286	1.241	24.169	35.946	275.485	262.246	1349.403	1534.232	275.485	262.246	1349.403	1534.232
MM_RS00430	-0.0556628328871911	0.942109006620091	0.981347977542388	106.160799076172	raw_counts / DESeq2 median-of-ratios (via riborex)	0.53	0.386	1.49	2.35	113.216	80.878	88.346	112.275	113.216	80.878	88.346	112.275
MM_RS04710	0.0503535302040104	0.941620924323737	0.981347977542388	164.782284627092	raw_counts / DESeq2 median-of-ratios (via riborex)	0.081	0.054	1.052	1.659	17.059	11.576	60.213	73.91	17.059	11.576	60.213	73.91
MM_RS12235	0.0487276407668564	0.941332138665146	0.981347977542388	282.809097833936	raw_counts / DESeq2 median-of-ratios (via riborex)	0.347	0.282	4.949	7.916	73.133	59.893	284.843	355.243	73.133	59.893	284.843	355.243
MM_RS03980	-0.0644507679103351	0.942906478162897	0.981400083890514	97.239343832301	raw_counts / DESeq2 median-of-ratios (via riborex)	0.09	0.105	7.587	12.746	18.912	22.855	456.294	573.664	18.912	22.855	456.294	573.664
MM_RS03225	0.0520540335724577	0.942739850472442	0.981400083890514	277.662430871356	raw_counts / DESeq2 median-of-ratios (via riborex)	1.286	1.241	24.756	36.294	273.901	260.588	1389.856	1687.727	273.901	260.588	1389.856	1687.727
MM_RS16475	0.297675597707726	0.951434702054767	0.98218324114456	546.720357624117	raw_counts / DESeq2 median-of-ratios (via riborex)	0.662	0.582	1.223	2.158	145.307	129.355	68.662	95.366	145.307	129.355	68.662	95.366
MM_RS06545	-0.0857721382382912	0.948464710738267	0.98218324114456	22676.4524236937	raw_counts / DESeq2 median-of-ratios (via riborex)	12504.48	18256.039	10219.817	21538.649	2704706.81	3750107.764	680623.63	1066071.736	2704706.81	3750107.764	680623.63	1066071.736
MM_RS06550	-0.0835076043551488	0.949749763073935	0.98218324114456	22551.3744504281	raw_counts / DESeq2 median-of-ratios (via riborex)	12425.94	17993.485	10197.654	21513.474	2687489.557	3692596.282	679007.857	1064993.194	2687489.557	3692596.282	679007.857	1064993.194
MM_RS07565	-0.0739758078528203	0.944960560664638	0.98218324114456	1974.60254414999	raw_counts / DESeq2 median-of-ratios (via riborex)	22.044	10.685	121.807	203.568	4581.112	2382.123	7308.783	8946.9	4581.112	2382.123	7308.783	8946.9
MM_RS15565	-0.0615921634174235	0.947416037945259	0.98218324114456	52.8240846681072	raw_counts / DESeq2 median-of-ratios (via riborex)	0.137	0.077	1.587	2.553	28.697	16.451	93.658	112.238	28.697	16.451	93.658	112.238
MM_RS16630	-0.0540677949075199	0.944163798075377	0.98218324114456	763.385767791898	raw_counts / DESeq2 median-of-ratios (via riborex)	0.518	0.673	3.79	6.715	111.195	142.557	232.199	309.498	111.195	142.557	232.199	309.498
MM_RS14740	-0.0534895600755875	0.949837091407749	0.98218324114456	54.1938127760625	raw_counts / DESeq2 median-of-ratios (via riborex)	0.036	0.034	0.24	0.326	7.565	7.22	13.446	15.156	7.565	7.22	13.446	15.156
MM_RS08690	-0.0512411298592213	0.948851680985329	0.98218324114456	1790.87609857542	raw_counts / DESeq2 median-of-ratios (via riborex)	1008.915	1107.448	626.482	1250.265	215174.559	237748.872	40011.011	56009.869	215174.559	237748.872	40011.011	56009.869
MM_RS11430	-0.0460878870529239	0.949932203640328	0.98218324114456	181.294723436725	raw_counts / DESeq2 median-of-ratios (via riborex)	0.432	0.506	4.445	6.962	90.81	109.205	259.799	314.07	90.81	109.205	259.799	314.07
MM_RS14000	0.0450309463677497	0.947935911102629	0.98218324114456	298.654157496118	raw_counts / DESeq2 median-of-ratios (via riborex)	0.173	0.09	0.693	1.012	36.856	19.239	38.807	46.057	36.856	19.239	38.807	46.057
MM_RS09880	-0.0448177821755368	0.949319100782627	0.98218324114456	120.498436236594	raw_counts / DESeq2 median-of-ratios (via riborex)	0.427	0.245	2.48	3.753	90.084	51.888	143.891	175.291	90.084	51.888	143.891	175.291
MM_RS15365	-0.044301530829852	0.947696826604348	0.98218324114456	403.389181415847	raw_counts / DESeq2 median-of-ratios (via riborex)	0.64	0.328	0.646	1.052	137.339	72.965	38.258	46.92	137.339	72.965	38.258	46.92
MM_RS16950	0.0440169202176248	0.948747818257826	0.98218324114456	129.681048923964	raw_counts / DESeq2 median-of-ratios (via riborex)	0.112	0.163	2.234	3.599	23.739	34.427	129.627	168.882	23.739	34.427	129.627	168.882
MM_RS12640	-0.0412701521181661	0.950021185852488	0.98218324114456	401.371809398863	raw_counts / DESeq2 median-of-ratios (via riborex)	1.021	0.803	12.157	21.741	215.82	172.628	743.698	984.39	215.82	172.628	743.698	984.39
MM_RS06845	-0.0410098311886229	0.948315160903387	0.98218324114456	569.491969715713	raw_counts / DESeq2 median-of-ratios (via riborex)	0.351	0.363	2.871	4.762	74.047	78.183	170.424	208.8	74.047	78.183	170.424	208.8
MM_RS05925	0.0403200492082292	0.947758564430944	0.98218324114456	774.798570565626	raw_counts / DESeq2 median-of-ratios (via riborex)	0.874	0.951	5.792	9.536	186.721	202.723	336.149	414.027	186.721	202.723	336.149	414.027
MM_RS00550	0.0400882944662375	0.949248365492903	0.98218324114456	117.648654038922	raw_counts / DESeq2 median-of-ratios (via riborex)	0.138	0.125	0.855	1.536	29.372	26.645	51.211	67.858	29.372	26.645	51.211	67.858
MM_RS04120	-0.0369089504506003	0.951513391268759	0.98218324114456	185.187377988326	raw_counts / DESeq2 median-of-ratios (via riborex)	0.057	0.069	2.033	3.283	12.086	14.84	119.48	144.779	12.086	14.84	119.48	144.779
MM_RS14040	-0.0346986132616775	0.947227222916193	0.98218324114456	247.694773429375	raw_counts / DESeq2 median-of-ratios (via riborex)	0.204	0.32	2.295	3.614	43.485	68.571	134.178	164.125	43.485	68.571	134.178	164.125
MM_RS07865	0.0334615843658962	0.951099881063767	0.98218324114456	206.035065889976	raw_counts / DESeq2 median-of-ratios (via riborex)	0.164	0.14	1.577	2.731	34.963	29.945	93.685	123.795	34.963	29.945	93.685	123.795
MM_RS08710	-0.0304650178327178	0.951167822236397	0.98218324114456	557.150732804988	raw_counts / DESeq2 median-of-ratios (via riborex)	0.442	0.603	5.335	8.822	93.967	128.288	316.099	393.696	93.967	128.288	316.099	393.696
MM_RS01400	-0.0486869484971355	0.95263501142988	0.982954632618808	385.760481451014	raw_counts / DESeq2 median-of-ratios (via riborex)	0.148	0.201	1.881	3.317	31.884	41.719	114.864	152.596	31.884	41.719	114.864	152.596
MM_RS01335	0.040108224151536	0.953100758903353	0.983048936716499	945.306810597634	raw_counts / DESeq2 median-of-ratios (via riborex)	0.737	0.88	7.087	12.247	155	188.951	419.089	545.268	155	188.951	419.089	545.268
MM_RS08050	-0.0284489198569511	0.955295128160027	0.984925405005194	327.264002971319	raw_counts / DESeq2 median-of-ratios (via riborex)	0.48	0.409	2.776	4.356	101.984	87.861	161.47	194.706	101.984	87.861	161.47	194.706
MM_RS17060	0.0298832318643727	0.956652563682734	0.98593784624445	417.852198256283	raw_counts / DESeq2 median-of-ratios (via riborex)	0.321	0.208	3.175	5.534	67.906	44.388	188.826	246.959	67.906	44.388	188.826	246.959
MM_RS03150	0.0394196128163583	0.957819956966486	0.986145624342915	219.203503236045	raw_counts / DESeq2 median-of-ratios (via riborex)	0.066	0.078	1.601	2.366	14.048	16.447	90.485	111.541	14.048	16.447	90.485	111.541
MM_RS17205	-0.0373299888458262	0.957900727827896	0.986145624342915	147.218457731446	raw_counts / DESeq2 median-of-ratios (via riborex)	0.189	0.181	2.489	3.774	40.155	38.431	144.448	179.115	40.155	38.431	144.448	179.115
MM_RS07225	-0.0325831539894629	0.957980764546373	0.986145624342915	319.929801073734	raw_counts / DESeq2 median-of-ratios (via riborex)	0.146	0.229	2.437	4.27	30.941	48.081	147.336	189.165	30.941	48.081	147.336	189.165
